Step,AgentID,Run_number,Type,Belieftree,Affiliation
0,0,9,<class 'agent.Externalparties'>,"[[0.0, 0.56242, 0.3108512178810473], [-0.5, 0.74687, 0.6891487821189528], [-0.33333333333333337, 0.47089, 0.412599215588929], [0.0, 0.46233, 0.3245920351734873], [-0.5556083540256237, 0.7685013023157369, 0.5036800639033632], [-0.19999999999999996, 0.71694, 0.2629439689562907], [0.0, -0.01639, 0.0017327318933036834], [-0.05882352941176472, 0.00956, 0.012953346840614785], [-0.1428571428571428, -0.02534, 0.12951844540861354], [0.0, -0.0022, 0.0563743019846596], [-0.770884747397305, 0.03658, 0.2098150350739548], [-0.9951326590507157, 0.03172, 0.17802441376319364], [-0.7932671052482673, -0.0152, 0.08695699756687732], [-0.3809939766842496, 0.66962, 0.17545223774711735], [-0.6007692121700516, -0.04754, 0.10578572672363969], [-0.3614492970411588, 0.04685, 0.043386762998025345], [0.0443], [0.04526866517346979], [0.786160025433037], [-0.75357], [0.50375], [0.52795], [-0.006881434260206477], [0.00942], [-0.50161], [0.0264], [0.03587], [0.35267], [0.01828], [-0.40231], [0.7022], [0.33336], [0.92853], [0.02003], [-0.47451], [0.00684], [0.00943], [0.36943], [-0.04058], [-0.42418], [0.68633], [0.29086], [0.87067], [0.02058], [-0.9431839916631207], [0.04089], [0.83649], [0.40106], [0.88904], [0.49625], [0.03358], [0.45993], [0.33789], [-0.42216], [-0.04533], [-0.94582], [0.37324], [0.10432], [0.88632], [-0.45208], [-0.04362], [0.31107], [-0.21842], [-0.0989]]",0
0,1,9,<class 'agent.Externalparties'>,"[[0.0, 0.57794, 0.33362388948860194], [-0.5, 0.65437, 0.6663761105113981], [-0.33333333333333337, 0.54071, 0.4122076452921751], [0.0, 0.49358, 0.3082960159564262], [-0.5670872353094081, 0.70731, 0.4712550351638509], [-0.19999999999999996, 0.71818, 0.2628108436514428], [0.0, 0.04917, 0.00537840937951577], [-0.05882352941176472, 0.002, 0.008883496477147897], [-0.1428571428571428, -0.02969, 0.12172015831214618], [0.0, -0.01582, 0.060615218454518394], [-0.770884747397305, 0.00034, 0.214425498420038], [-0.9951326590507157, 0.01121, 0.17467506606990782], [-0.7932671052482673, -0.04445, 0.08190858129772481], [-0.3809939766842496, 0.68825, 0.1806981598664475], [-0.6007692121700516, -0.00714, 0.10985193145504774], [-0.3635476202468413, 0.01899, 0.04184348026750566], [0.00573], [0.04537784066597938], [0.7177963333989084], [-0.76546], [0.51973], [0.50655], [-0.02671], [0.02054], [-0.45395], [-0.03938], [-0.03326], [0.38523], [0.04116], [-0.43869], [0.73874], [0.25748], [0.92839], [-0.02102], [-0.50898], [0.03835], [0.01813], [0.42236], [-0.04564], [-0.36797], [0.66598], [0.32549], [0.89594], [0.00159], [-0.8872473233356747], [0.016], [0.78438], [0.42242], [0.93305], [0.4634], [-0.03265], [0.45725], [0.32223], [-0.37849], [-0.04165], [-0.88983], [0.44773], [0.10568], [0.94932], [-0.49297], [0.03339], [0.26379], [-0.15253], [-0.068]]",1
0,2,9,<class 'agent.Externalparties'>,"[[0.0, -0.15105, 0.09819727869044292], [-0.5, 0.88718, 0.9018027213095572], [-0.33333333333333337, -0.19859, 0.5602475508961523], [0.0, -0.17589, 0.5664899122509724], [-0.5670872353094081, 0.10002, 0.4557271582350992], [-0.19999999999999996, 0.10824, 0.33206700923868304], [0.0, -0.02708, 0.024332175357097096], [-0.05882352941176472, -0.02812, 0.006057745775595622], [-0.1428571428571428, -0.00711, 0.02678264345977573], [0.0, 0.00706, 0.0013929240707850914], [-0.770884747397305, 0.04297, 0.16057193594510286], [-0.9951326590507157, -0.01658, 0.20591554917424834], [-0.7932671052482673, -0.00919, 0.15469686589968934], [-0.3809939766842496, 0.74539, 0.22223333627055583], [-0.6007692121700516, -0.00927, 0.11670162754703721], [-0.3635476202468413, 0.04126, 0.08131519650011286], [0.00436], [-0.034697736289693824], [0.7051413913539196], [-0.77307], [0.49407], [0.46711], [-0.0355], [0.04403], [-0.53076], [0.03453], [0.01552], [0.37521], [0.03515], [-0.42041], [0.69508], [0.27187], [0.93836], [0.00657], [-0.5472], [0.03226], [0.01802], [0.3969], [0.03562], [-0.37026], [0.7064], [0.25465], [0.88062], [-0.04171], [-0.8569603219874872], [-0.02551], [0.84165], [0.43857], [0.90903], [0.52349], [0.0316], [0.5127564611776227], [0.31189], [-0.41186], [0.02164], [-0.9165], [0.38969], [0.05449], [0.94914], [-0.45569], [0.01664], [0.27548], [-0.22559], [-0.13489]]",2
0,3,9,<class 'agent.Externalparties'>,"[[0.0, 0.55855, 0.3140197109140895], [-0.5, 0.72016, 0.6859802890859106], [-0.33333333333333337, 0.50291, 0.4001148251130745], [0.0, 0.53794, 0.3102538787773317], [-0.5670872353094081, 0.73482, 0.4665614021187904], [-0.19999999999999996, 0.7953, 0.2819118716736473], [0.0, 0.02351, 0.00255167173907164], [-0.05882352941176472, -0.0377, 0.0022926547439152964], [-0.1428571428571428, 0.01774, 0.13299679892769165], [0.0, -0.02939, 0.0644872199361173], [-0.770884747397305, -0.01337, 0.20742755201922933], [-0.9951326590507157, -0.01884, 0.17798901680128865], [-0.7932671052482673, -0.0416, 0.08158263333270062], [-0.3809939766842496, 0.65291, 0.18209973760876683], [-0.6007692121700516, -0.0002, 0.10555489177628195], [-0.3635476202468413, 0.0328, 0.04301782311493677], [-0.02199], [-0.00563846109352628], [0.7093278669130569], [-0.73288], [0.5367], [0.50672], [0.03373], [0.04532], [-0.45915], [0.04521], [0.02416], [0.42483], [-0.03394], [-0.42352], [0.68808], [0.2932], [0.92399], [-0.02358], [-0.53221], [-0.03405], [0.02605], [0.4223], [0.04721], [-0.39372], [0.7273], [0.34002], [0.93184], [-0.01713], [-0.9318066295475868], [-0.04713], [0.81786], [0.4338], [0.88611], [0.50973], [-0.01585], [0.4945407494356234], [0.28571], [-0.42381], [0.00336], [-0.86574], [0.44033], [0.14753], [0.94601], [-0.52951], [-0.00459], [0.33378], [-0.21402], [-0.08386]]",0
0,4,9,<class 'agent.Externalparties'>,"[[0.0, 0.61437, 0.3439286134140948], [-0.5, 0.67196, 0.6560713865859051], [-0.33333333333333337, 0.53864, 0.41100203315282174], [0.0, 0.3661916130683065, 0.2913099475231453], [-0.5670872353094081, 0.79575, 0.5031237988000687], [-0.19999999999999996, 0.77073, 0.2648323805821902], [0.0, -0.02042, 0.0021463082576171004], [-0.05882352941176472, -0.03966, 0.0020142429687345143], [-0.1428571428571428, -0.03946, 0.12738360005652846], [0.0, 0.02333, 0.05926325477290365], [-0.770884747397305, 0.00846, 0.2073496485174479], [-0.9951326590507157, 0.03404, 0.18231675528905564], [-0.7932671052482673, -0.04065, 0.08131789276564517], [-0.3809939766842496, 0.67636, 0.18394666002933036], [-0.6007692121700516, 0.0377, 0.11337797351896321], [-0.3635476202468413, 0.02542, 0.04088366382377413], [-0.0015], [-0.03988638681635497], [0.7206573079002285], [-0.72356], [0.54143], [0.5172860681747362], [0.03315], [-0.02864], [-0.51117], [0.0421], [0.00886], [0.40779], [0.03336], [-0.39263], [0.68388], [0.33214], [0.86006], [-0.02972], [-0.49871], [0.03232], [0.04969], [0.41083], [0.04827], [-0.44013], [0.7353], [0.32249], [0.86084], [-0.01907], [-0.9164776119760282], [-0.04951], [0.8134], [0.3966], [0.87566], [0.51759], [0.01544], [0.5082366673239189], [0.32301], [-0.37532], [-0.03156], [-0.89637], [0.43891], [0.13863], [0.88814], [-0.53868], [-0.01882], [0.33811], [-0.16078], [-0.06765]]",1
0,5,9,<class 'agent.Externalparties'>,"[[0.0, -0.19566, 0.12525927633095185], [-0.5, 0.86638, 0.8747407236690482], [-0.33333333333333337, -0.21673, 0.525009189911352], [0.0, -0.17146, 0.6078316682184163], [-0.5670872353094081, 0.12413, 0.4786569062072151], [-0.19999999999999996, 0.11413, 0.32186383187398937], [0.0, 0.00181, 0.016594934039377163], [-0.05882352941176472, -0.04802, 0.0021575357200201424], [-0.1428571428571428, -0.01468, 0.02546043077811793], [0.0, 0.02937, 0.00583390170263616], [-0.770884747397305, 0.00284, 0.1536885979302986], [-0.9951326590507157, 0.04832, 0.21925499102896437], [-0.7932671052482673, -0.0039, 0.15679571328950775], [-0.3809939766842496, 0.74276, 0.2232165555983112], [-0.6007692121700516, -0.02045, 0.1152715437504712], [-0.3635476202468413, 0.04789, 0.08172579616229543], [-0.00758], [0.04430346682324876], [0.7959025204709681], [-0.77004], [0.46844], [0.51691], [-0.02432], [-0.00926], [-0.51906], [-0.03209], [0.03262], [0.39176], [0.0332], [-0.41477], [0.65351], [0.29414], [0.88134], [0.03129], [-0.4767], [-0.00034], [0.00429], [0.4266], [0.00323], [-0.35202], [0.68337], [0.27888], [0.91555], [0.04418], [-0.8880203365067386], [0.03957], [0.77632], [0.44443], [0.88478], [0.51666], [0.04694], [0.5033238600342067], [0.30371], [-0.39022], [0.02963], [-0.87033], [0.44217], [0.08745], [0.86664], [-0.52107], [-0.01896], [0.26365], [-0.21567], [-0.10428]]",2
0,6,9,<class 'agent.Policymakers'>,"[[0.0, 0.5840989999999999, 0.3448166818908651], [-0.4166666666666667, 0.693175, 0.6551833181091349], [-0.2777777777777778, 0.5434715, 0.3880831364666854], [0.0, 0.42361758972924657, 0.3120890353797005], [-0.4725726960911734, 0.75161, 0.48430736524502765], [-0.16666666666666663, 0.699725, 0.25768889043915805], [0.0, 0.006164000000000003, 0.0007124338550497128], [-0.04901960784313727, 0.06319749999999999, 0.01660492855710555], [-0.119047619047619, -0.002125000000000002, 0.13094699896944031], [0.0, 0.023712500000000004, 0.062360657871864095], [-0.6424039561644208, 0.048579500000000005, 0.20285459074368942], [-0.8292772158755963, 0.016173, 0.1700767647019127], [-0.6610559210402227, 0.051393, 0.088636795287768], [-0.31749498057020803, 0.6773724999999999, 0.19175852433271354], [-0.5006410101417097, 0.009926499999999998, 0.1008911454364028], [-0.3029563502057011, 0.0012244999999999964, 0.035157160244053666], [-0.00281], [-0.026047746041493465], [0.7297032079370199], [-0.79873], [0.45152], [0.5200071168367073], [-0.02404], [0.01051], [-0.45636], [-0.04581], [0.04981], [0.40332], [-0.02695], [-0.36474], [0.7138], [0.2542], [0.94173], [0.01677], [-0.51716], [0.0268], [-0.00722], [0.41693], [-0.03534], [-0.35582], [0.69676], [0.34108], [0.90878], [-0.04904], [-0.9260749684967875], [0.02569], [0.82997], [0.42137], [0.86925], [0.51141], [0.04447], [0.5425932522990943], [0.29599], [-0.39327], [0.00516], [-0.90938], [0.4241], [0.063], [0.8534], [-0.47274], [-0.03221], [0.27592], [-0.16543], [-0.06812]]",0
0,7,9,<class 'agent.Policymakers'>,"[[0.0, 0.5676795, 0.3351295385116728], [-0.4166666666666667, 0.7095645, 0.6648704614883273], [-0.27777777777777785, 0.507464, 0.3887413587207037], [0.0, 0.519068040119788, 0.31220288054524237], [-0.4725726960911734, 0.794151689136701, 0.4910212765183461], [-0.16666666666666663, 0.728823, 0.2576325810336818], [0.0, 0.052365499999999995, 0.005970545753428181], [-0.04901960784313727, 0.0253225, 0.011916518917943965], [-0.119047619047619, 0.007304000000000005, 0.1361892013430159], [0.0, -0.012383499999999992, 0.05930149244004603], [-0.6424039561644208, 0.0624675, 0.20428914726992714], [-0.8292772158755963, 0.06829299999999999, 0.17243756184380182], [-0.6610559210402227, 0.063822, 0.08407663859337779], [-0.31749498057020803, 0.710702, 0.186708014860528], [-0.5006410101417097, 0.0676285, 0.10292698645764131], [-0.3029563502057011, 0.014399499999999999, 0.03618389252028986], [0.02999], [0.018325659358624517], [0.7069270831952744], [-0.7768], [0.48741], [0.48633570880699606], [0.034438170046296825], [-0.04588], [-0.51044], [0.0232], [0.00681], [0.3531], [0.03012], [-0.36761], [0.71465], [0.26194], [0.89356], [0.01347], [-0.47831], [-0.01882], [0.00102], [0.36201], [-0.0363], [-0.35276], [0.69818], [0.29792], [0.93337], [-0.03047], [-0.9420572625610457], [0.02382], [0.84321], [0.40082], [0.85802], [0.48536], [0.00989], [0.48104511002460315], [0.26404], [-0.42751], [0.00782], [-0.85326], [0.35049], [0.12302], [0.86928], [-0.51001], [-0.01824], [0.34211], [-0.2249], [-0.12688]]",1
0,8,9,<class 'agent.Policymakers'>,"[[0.0, -0.2283055, 0.15132811581701958], [-0.4166666666666667, 0.8637065, 0.8486718841829805], [-0.27777777777777785, -0.23686000000000001, 0.5376871762845749], [0.0, -0.20344900000000002, 0.6701801319490303], [-0.4725726960911734, 0.080685, 0.46522241962694744], [-0.16666666666666663, 0.058955499999999994, 0.3384803532901052], [0.0, 0.020493499999999998, 0.026047055075696643], [-0.04901960784313727, 0.028578999999999997, 0.017853473851980505], [-0.119047619047619, -0.008009500000000001, 0.025562505045994294], [0.0, 0.0385345, 0.0088658122519396], [-0.6424039561644208, 0.009198, 0.15201084547707647], [-0.8292772158755964, -0.0362265, 0.2027191130918896], [-0.6610559210402227, 0.012931, 0.1550673163582103], [-0.31749498057020803, 0.6659295000000001, 0.2262610597956815], [-0.5006410101417097, 0.0327755, 0.12272562589371169], [-0.30295635020570105, -0.032778, 0.0628871931578195], [0.00144], [0.018126189841772437], [0.74421100876588], [-0.71726], [0.47439], [0.47222], [0.006], [0.01464], [-0.5279], [0.00795], [0.00849], [0.42548], [-0.03264], [-0.37595], [0.65796], [0.32045], [0.94657], [-0.00472], [-0.45573], [0.03731], [-0.00033], [0.43365], [-0.04473], [-0.43279], [0.72256], [0.28686], [0.9277], [-0.01551], [-0.8771353763478742], [-0.01708], [0.79709], [0.39452], [0.90981], [0.54497], [-0.03506], [0.5425930575910126], [0.31709], [-0.38671], [-0.04919], [-0.89561], [0.3905], [0.05964], [0.88871], [-0.52602], [0.00651], [0.30934], [-0.19563], [-0.11743]]",2
0,9,9,<class 'agent.Policymakers'>,"[[0.0, 0.6428565, 0.36320988754082434], [-0.4166666666666667, 0.710408, 0.6367901124591756], [-0.2777777777777778, 0.544374, 0.39936871665730395], [0.0, 0.5523675, 0.31481998471545447], [-0.4725726960911734, 0.716175, 0.4830648660250748], [-0.16666666666666663, 0.7361004999999999, 0.260461129366475], [0.0, 0.0327165, 0.003837682355870484], [-0.04901960784313727, 0.041718, 0.010643623756621371], [-0.119047619047619, 0.077998, 0.13844569314604707], [0.0, 0.0036295000000000008, 0.05915569255225432], [-0.6424039561644208, -0.008629499999999998, 0.20491542840921892], [-0.8292772158755963, 0.016191999999999998, 0.16366755581390904], [-0.6610559210402227, 0.022247, 0.08400078734020017], [-0.31749498057020803, 0.7005905, 0.18258862139899626], [-0.5006410101417097, 0.07760449999999999, 0.1082361927703679], [-0.3029563502057011, 0.0764835, 0.04450872245651455], [0.04201], [-0.048601046380141406], [0.7026042867379346], [-0.74833], [0.47474], [0.47806], [0.03078], [-0.03461], [-0.53979], [0.00994], [0.0007], [0.40651], [0.00514], [-0.44158], [0.72969], [0.34126], [0.9267], [-0.01413], [-0.47322], [0.00759], [0.01016], [0.35588], [-0.028], [-0.41942], [0.749], [0.30122], [0.93391], [-0.02349], [-0.9123090138686945], [-0.01072], [0.8271], [0.42118], [0.9364], [0.46251], [0.0276], [0.45299333889078897], [0.28978], [-0.42705], [-0.03846], [-0.94635], [0.44242], [0.10468], [0.90495], [-0.47995], [-0.00749], [0.32396], [-0.15944], [-0.1122]]",0
