Step,ElectorateID,Run_number,Belieftree,Affiliation
3,1,0,"[[0.0005184876543209878, 0.6691253256268018, 0.35164202837709635], [-0.4990480478395062, 0.73373, 0.6483579716229037], [-0.3325166409465021, 0.7251, 0.2703335656852053], [0.0005450308641975301, 0.70636, 0.1804108123239394], [-0.5957775201710793, 0.6916613857055917, 0.32907760388114465], [-0.19933483024691354, 0.66206, 0.22017801810971063], [0.0005152546296296294, 0.66777, 0.07153301501491538], [0.3394448733660133, 0.675660118559401, 0.03604394026349329], [0.20903398368606715, 0.7309, 0.05594662284497904], [-0.6358272067901235, 0.66794, 0.13977030485936134], [0.07128451181697765, 0.69061, 0.06639476115036887], [-0.9224757954235969, 0.70023, 0.17396210193214284], [-0.03880918796810218, 0.65247, 0.07410855430480776], [-0.6063580531134316, 0.715544075051209, 0.14171402142530112], [-0.9414964810483207, 0.66922, 0.17267678802291145], [0.058315372195485424, 0.6894933734965571, 0.06784989018171886]]",1
3,2,0,"[[-0.00018967592592592593, -0.2109097510460036, 0.38174165851410213], [-0.4997364660493827, -0.15846, 0.6182583414858979], [-0.33325826903292183, -0.23605, 0.1308103533675047], [-0.00018487654320987676, -0.2396, 0.3221740003445687], [-0.5965292408500916, -0.1984724496654529, 0.5356534997816177], [-0.20000652006172837, -0.20845, 0.011362146506308906], [-0.00018237654320987654, -0.23636, 0.05612893975871691], [0.33875349990922315, -0.22012328808493395, 0.13282021008907471], [0.2083166843033511, -0.19872, 0.09673455596029637], [-0.6364686496913581, -0.16337, 0.1124345533662076], [0.07056120934784182, -0.24679, 0.07542029871894225], [-0.9231714512877944, -0.20134, 0.17154730178192498], [-0.03947205062242315, -0.2066, 0.03971889658855912], [-0.6071019882986168, -0.24838256498648015, 0.08520001264334334], [-0.9421779856779504, -0.21401, 0.17305321479713137], [0.057639021886843445, -0.1815179375012038, 0.05694201629580346]]",2
4,0,0,"[[8.294881687242805e-05, 0.6435230505557292, 0.36253116632482546], [-0.4998544804526749, 0.63156, 0.6374688336751745], [-0.33321643861454053, 0.57564, 0.25512235410654027], [8.07265946502059e-05, 0.62773, 0.17618553754048358], [-0.6187273548600521, 0.577127264512227, 0.3356847492091425], [-0.19989323816872423, 0.63018, 0.23300735914383355], [7.171682098765442e-05, 0.55767, 0.0721466292840106], [0.5080460744977008, 0.6099114794402254, 0.013180179761949747], [0.3577714078115819, 0.57561, 0.028185739856955345], [-0.8224431147119342, 0.56234, 0.1791745725009791], [0.29992947752757104, 0.60359, 0.03929008356715812], [-0.8884533787940342, 0.55691, 0.18701294285918835], [0.1647026695544779, 0.59139, 0.055208298838958655], [-0.649539281491516, 0.6255147261009687, 0.16497229107967534], [-0.9587536156670972, 0.56245, 0.19682577338531068], [0.15022084426440369, 0.6441991304053591, 0.06400348886581396]]",0
4,1,0,"[[8.641460905349795e-05, 0.6683609520447071, 0.35138206776124714], [-0.49984134130658436, 0.73373, 0.6486179322387529], [-0.33319721793552814, 0.7251, 0.26888988382659307], [9.083847736625502e-05, 0.70636, 0.1794473514374254], [-0.618711499664579, 0.6905745190827935, 0.33266057919299075], [-0.19988913837448555, 0.66206, 0.21900218554299072], [8.587577160493821e-05, 0.66777, 0.07676153625865659], [0.5080545377178654, 0.675660118559401, 0.019269084592641553], [0.3577913782333926, 0.7309, 0.04289512055008483], [-0.8224295344650207, 0.66794, 0.1713430811176512], [0.2999406683711924, 0.69061, 0.04491401993364111], [-0.8884349477240754, 0.70023, 0.182643794516617], [0.1647105244927495, 0.65247, 0.056076167316276654], [-0.6495276971293761, 0.7155517804857124, 0.15693799288249172], [-0.9587398849572206, 0.66922, 0.1871614094182586], [0.15022664673353947, 0.6888897623550354, 0.061997793413680814]]",1
4,2,0,"[[-3.1612654320987646e-05, -0.1991836194909953, 0.3683579255008197], [-0.49995607767489714, -0.15846, 0.6316420744991803], [-0.3333208226165981, -0.23605, 0.1268969084420731], [-3.081275720164613e-05, -0.2396, 0.3125355415047528], [-0.6188367864444143, -0.19759149054459155, 0.5495453241528604], [-0.20000108667695468, -0.20845, 0.011022225900313756], [-3.0396090534979414e-05, -0.23636, 0.04490639528807911], [0.5079393088084003, -0.22012328808493395, 0.13834350936026787], [0.3576718283362732, -0.19872, 0.10572332439526874], [-0.8225364416152263, -0.16337, 0.125252140646542], [0.2998201179596698, -0.24679, 0.10386464336039708], [-0.8885508903681083, -0.20134, 0.1305810333476682], [0.164600047383696, -0.2066, 0.070533931352721], [-0.649651686326907, -0.24797144398381846, 0.07624753514467217], [-0.9588534690621588, -0.21401, 0.14153214280451737], [0.15011392168209914, -0.18135084408435098, 0.06301534429986641]]",2
5,0,0,"[[1.3824802812071333e-05, 0.6431720103533378, 0.3624051301734389], [-0.4999757467421125, 0.63156, 0.6375948698265611], [-0.3333138508802012, 0.57564, 0.25349009310530596], [1.3454432441700989e-05, 0.62773, 0.17505831063433508], [-0.6450777356845864, 0.5738465632664583, 0.3399350074046211], [-0.199982206361454, 0.63018, 0.2315165888557378], [1.1952803497942413e-05, 0.55767, 0.07648140861219024], [0.6940478751613822, 0.6099114794402254, 0.011539096571199078], [0.5220190441590736, 0.57561, 0.007349865768445489], [-0.9902196857853223, 0.56234, 0.21292968391706865], [0.48340314800427575, 0.60359, 0.01648332662553475], [-0.8542335392141479, 0.55691, 0.19353481255343488], [0.3275985071162234, 0.59139, 0.036178344519710075], [-0.6789785969096565, 0.6255412515358733, 0.1789080017236687], [-0.9673827614870735, 0.56245, 0.20981274300230732], [0.23017251285717039, 0.6437289950346755, 0.056782716706440924]]",0
5,1,0,"[[1.4402434842249653e-05, 0.6676628814197956, 0.35114406295606077], [-0.49997355688443074, 0.73373, 0.6488559370439393], [-0.33331064743369915, 0.7251, 0.2673858789697455], [1.5139746227709174e-05, 0.70636, 0.17844363317078962], [-0.6450750931520075, 0.6864919135402539, 0.33639326603035374], [-0.19998152306241423, 0.66206, 0.21777722182911108], [1.4312628600823027e-05, 0.66777, 0.0821392087916486], [0.6940492856980763, 0.675660118559401, 0.0022620123911697466], [0.5220223725627087, 0.7309, 0.02569359329534738], [-0.9902174224108367, 0.66794, 0.20396642260730402], [0.4834050131448794, 0.69061, 0.02548784533002021], [-0.8542304673691548, 0.70023, 0.1912108804197771], [0.32759981627260204, 0.65247, 0.03996159127660755], [-0.6789766661826331, 0.7155574904212163, 0.17153798224870168], [-0.9673804730354274, 0.66922, 0.20131474805155752], [0.2301734799353597, 0.6884828138856977, 0.056425715587866083]]",1
5,2,0,"[[-5.268775720164608e-06, -0.19338617330463198, 0.36151802882200706], [-0.49999267961248284, -0.15846, 0.6384819711779929], [-0.3333312482138775, -0.23605, 0.12225025153778589], [-5.135459533607687e-06, -0.2396, 0.3010912482623282], [-0.6450959742819801, -0.1946669116377877, 0.5660398814694323], [-0.20000018111282575, -0.20845, 0.010618618730453607], [-5.0660150891632345e-06, -0.23636, 0.03805251451169973], [0.6940300808798322, -0.22012328808493395, 0.1471762562852685], [0.5220024475798555, -0.19872, 0.11603439341440215], [-0.9902352402692043, -0.16337, 0.13312310017853357], [0.4833849214096255, -0.24679, 0.11755621651119331], [-0.8542497911431602, -0.20134, 0.10511673644135588], [0.3275814034210931, -0.2066, 0.0860017824161816], [-0.6789973310488883, -0.24766682387653005, 0.06939401918095314], [-0.9673994037195837, -0.21401, 0.12129368629905767], [0.23015469242678632, -0.18125058795471086, 0.06625129476135459]]",2
6,0,0,"[[2.3041338020118882e-06, 0.6429249875776164, 0.3623039836885747], [-0.4999959577903521, 0.6316207300923459, 0.6376960163114253], [-0.33333008625781135, 0.57564, 0.2514472893755326], [2.2424054069501654e-06, 0.62773, 0.173647566074219], [-0.674372137199011, 0.5737057983842274, 0.34525428127544056], [-0.19999703439357563, 0.63018, 0.2296508632748078], [1.992133916323735e-06, 0.55767, 0.07512906809145597], [0.8987306262523881, 0.6099114794402254, 0.03890973310446354], [0.7027755549788938, 0.57561, 0.017131751336166522], [-1.141201197630887, 0.56234, 0.22950117422576854], [0.6252220496261418, 0.60359, 0.002914271047283089], [-0.8232446907453421, 0.55691, 0.18593452426026352], [0.4531907213292419, 0.59139, 0.018618215266059814], [-0.6991705147078663, 0.6255643613213211, 0.1784652500840217], [-0.9722566944434545, 0.56245, 0.2067557796411079], [0.29752789800657, 0.6435024984159807, 0.046640232943409556]]",0
6,1,0,"[[2.4004058070416083e-06, 0.6670302746842297, 0.3509572673732187], [-0.4999955928140718, 0.733572235828468, 0.6490427326267814], [-0.333329552350061, 0.7251, 0.265434854321057], [2.5232910379515285e-06, 0.70636, 0.17714159011578917], [-0.6743716967769146, 0.6863147593999851, 0.34123538072989995], [-0.19999692051040233, 0.66206, 0.21618817483325387], [2.3854381001371717e-06, 0.66777, 0.08385455814511052], [0.8987308613418371, 0.675660118559401, 0.028011988247430713], [0.7027761097128329, 0.7309, 0.003531642358695661], [-1.141200820401806, 0.66794, 0.22718188305164305], [0.6252223604829091, 0.69061, 0.008211017576009082], [-0.8232441787711766, 0.70023, 0.19130944855742193], [0.45319093952197165, 0.65247, 0.02502436057028761], [-0.699170192920029, 0.7155624650949546, 0.17765366602881164], [-0.9722563130348468, 0.66922, 0.20612750294203275], [0.2975280591862682, 0.6883001890493298, 0.04909393252255695]]",1
6,2,0,"[[-8.78129286694101e-07, -0.1829431811385508, 0.3478476882633739], [-0.4999987799354138, -0.15701462380216727, 0.6521523117366261], [-0.3333329858134241, -0.23605, 0.11789252060199189], [-8.559099222679478e-07, -0.2396, 0.2903585533963054], [-0.6743751769652433, -0.1945235812573882, 0.5815088184215741], [-0.2000000301854709, -0.20845, 0.010240107580128527], [-8.443358481938724e-07, -0.23636, 0.033399285747799164], [0.8987276605387964, -0.22012328808493395, 0.15810186170819782], [0.7027727888823574, -0.19872, 0.12738755632654702], [-1.1412037900448673, -0.16337, 0.1381751008366599], [0.6252190118603668, -0.24679, 0.12322128195094766], [-0.8232473994001774, -0.20134, 0.0878800860617033], [0.45318787071338684, -0.2066, 0.09323287504969965], [-0.6991736370644048, -0.2474014498035466, 0.06380123092065675], [-0.9722594681488729, -0.21401, 0.10714622238203375], [0.2975249279348393, -0.18118538669561995, 0.067654499015755]]",2
7,0,0,"[[3.8402230033531456e-07, 0.6426629974477395, 0.36211973519943447], [-0.499999326298392, 0.632062138961077, 0.6378802648005656], [-0.3333327921540797, 0.57564, 0.27159579846128207], [3.737342344916946e-07, 0.62773, 0.1875619716399094], [-0.406290995171748, 0.5736122566760605, 0.2927894084373203], [-0.19999950573226258, 0.63018, 0.24805282146148816], [3.320223193872892e-07, 0.55767, 0.06864751356757194], [1.1238951141793208, 0.6099114794402254, 0.0632698899820281], [0.9016217353536258, 0.57561, 0.04013109607885542], [-1.277081657938481, 0.56234, 0.22642745422702684], [0.7580309838763993, 0.60359, 0.01901123576344232], [-0.8126526837402961, 0.55691, 0.16858918157525654], [0.5707150769563102, 0.59139, 0.002545022872226581], [-0.7364629366518918, 0.6255836907890902, 0.1676615975118116], [-0.9775284056588148, 0.5623551030340751, 0.18956686111259385], [0.20360463319859046, 0.643068040692157, 0.05415014730918686]]",0
7,1,0,"[[4.000676345069343e-07, 0.6665502331430422, 0.3510060308182194], [-0.49999926546901197, 0.7324206471366842, 0.6489939691817806], [-0.3333327031694546, 0.7251, 0.2845754302588036], [4.205485063252543e-07, 0.70636, 0.18991531595528785], [-0.4062909217680652, 0.68619703613956, 0.2937316937989113], [-0.19999948675173368, 0.66206, 0.23177755998699737], [3.9757301668952904e-07, 0.66777, 0.07877172079516037], [1.1238951533608956, 0.675660118559401, 0.05287489110565358], [0.9016218278092824, 0.7309, 0.020138760591910443], [-1.2770815950669676, 0.66794, 0.22943946156028505], [0.7580310356858605, 0.69061, 0.007953148779856095], [-0.8126525984112685, 0.70023, 0.17846329812675168], [0.5707151133217652, 0.65247, 0.009644004584293823], [-0.7364628830205855, 0.7155666260074781, 0.17128442938035576], [-0.9775283420907136, 0.6690704444089316, 0.1942544257055288], [0.20360466006187344, 0.6879509198769871, 0.05717585937020436]]",1
7,2,0,"[[-1.4635488111568353e-07, -0.17984200424329794, 0.33677061219144266], [-0.49999979665590233, -0.1458227960752112, 0.6632293878085574], [-0.3333332754133485, -0.23605, 0.1745942643723115], [-1.426516537113246e-07, -0.2396, 0.4300097900661896], [-0.40629150179945334, -0.19442834497246916, 0.3802307421973115], [-0.20000000503091178, -0.20845, 0.01516520336418748], [-1.4072264136564544e-07, -0.23636, 0.030204768785755343], [1.123894619893722, -0.22012328808493395, 0.17175399527875188], [0.9016212743375364, -0.19872, 0.1406142052986591], [-1.2770820900074777, -0.16337, 0.14232288120082917], [0.7580304775821035, -0.24679, 0.12840746431882402], [-0.8126531351827686, -0.20134, 0.07812059103582097], [0.5707146018536677, -0.2066, 0.09933415891583487], [-0.7364634570446481, -0.24717950074830333, 0.06249794231464884], [-0.9775288679430513, -0.21397930688894853, 0.09757118209619224], [0.2036041381866353, -0.18108024165438003, 0.04917281075468348]]",2
8,0,0,"[[6.400371672255243e-08, 0.6426455566716623, 0.3620147496118673], [-0.4999998877163987, 0.6325460817230851, 0.6379852503881328], [-0.3333332431367911, 0.57564, 0.2722637163009988], [6.228903908194913e-08, 0.62773, 0.18802323056814207], [-0.39877581663424216, 0.5729175778866166, 0.29105021153804034], [-0.19999991762204372, 0.63018, 0.24866284159281882], [5.533705323121492e-08, 0.55767, 0.06295512017353774], [1.3715782945200843, 0.6099114794402254, 0.08598423912647747], [1.1203548701779864, 0.57561, 0.06149601407459889], [-1.39937358882308, 0.56234, 0.22145700321910272], [0.8570732525930057, 0.6028824928015959, 0.028615615350432572], [-0.8067804993821819, 0.55691, 0.15394643388932341], [0.6582364913997676, 0.59139, 0.007546271660372917], [-0.7654305561404211, 0.6256301441333219, 0.15703099999674236], [-0.9810855941251687, 0.5623551030340751, 0.17423835639755822], [0.22912416463465676, 0.643068040692157, 0.04672994611185371]]",0
8,1,0,"[[6.667793908448905e-08, 0.666518309248088, 0.35108763067779547], [-0.49999987757816866, 0.7319202876172763, 0.6489123693222045], [-0.33333322830602025, 0.7251, 0.28521881378546426], [7.009141772087572e-08, 0.70636, 0.19034468677495092], [-0.39877580440029503, 0.6853227753029327, 0.29213492420710546], [-0.19999991445862225, 0.66206, 0.23230157523247943], [6.626216944825486e-08, 0.66777, 0.07346465118612235], [1.3715783010503466, 0.675660118559401, 0.07656137832472344], [1.1203548855872625, 0.7309, 0.042845845368102924], [-1.3993735783444945, 0.66794, 0.2274353235332085], [0.8570732612279159, 0.6898679613723198, 0.018313441207154495], [-0.8067804851606772, 0.70023, 0.16579362746455154], [0.6582364974606768, 0.65247, 0.0006344007166405349], [-0.7654305472018701, 0.7155766256776233, 0.16293177521252958], [-0.9810855835304851, 0.6690704444089316, 0.18154177190439533], [0.2291241691118706, 0.6879509198769871, 0.05047778508257143]]",1
8,2,0,"[[-2.4392480185947255e-08, -0.17963555779498636, 0.33237167861348726], [-0.4999999661093171, -0.1391696747704706, 0.6676283213865128], [-0.33333332368000257, -0.23605, 0.17675408675557558], [-2.37752756185541e-08, -0.2396, 0.435329236114126], [-0.3987759010721931, -0.1937212262833758, 0.37256387226734183], [-0.20000000083848526, -0.20845, 0.015352804862956513], [-2.3453773560940902e-08, -0.23636, 0.027315878278552193], [1.371578212139151, -0.22012328808493395, 0.18395129780953676], [1.1203547933419715, -0.19872, 0.15244411097742996], [-1.3993736608345795, -0.16337, 0.14284366602396886], [0.8570731682106231, -0.2465788594139457, 0.12757232582108144], [-0.8067805746225939, -0.20134, 0.06997014165828114], [0.6582364122159939, -0.2066, 0.09994825059703637], [-0.7654306428725473, -0.24664613394023263, 0.05989374902995823], [-0.9810856711725414, -0.21397930688894853, 0.08865368993373207], [0.22912408213266425, -0.18108024165438003, 0.04740688987042298]]",2
9,0,0,"[[1.0667286120425404e-08, 0.6426455566716623, 0.36191138960057767], [-0.49999998128606643, 0.63305306764361, 0.6380886103994224], [-0.33333331830057633, 0.57564, 0.2693732632523656], [1.0381506513658191e-08, 0.62773, 0.18602710590124474], [-0.43470068360005054, 0.5728166859059328, 0.29857668662340325], [-0.19999998627034057, 0.63018, 0.24602294422298654], [9.222842205202485e-09, 0.55767, 0.05813029159229291], [1.6440301668317803, 0.6099114794402254, 0.10779425436777965], [1.3609617078868081, 0.57561, 0.08186333232373624], [-1.5094362460538466, 0.56234, 0.21595739288259547], [0.9260794139379598, 0.6021354497105142, 0.033689335230691175], [-0.8037016472791982, 0.55691, 0.1418271614185079], [0.719170953093176, 0.59139, 0.013319605117886997], [-0.7858609680709198, 0.6256759595276519, 0.14713072478226522], [-0.9833673028027996, 0.5623551030340751, 0.16112269919136277], [0.26733866020357494, 0.643068040692157, 0.039165203092881684]]",0
9,1,0,"[[1.1112989847414841e-08, 0.666518309248088, 0.35118808447646827], [-0.49999997959636144, 0.731377259153588, 0.6488119155235318], [-0.3333333158287812, 0.7251, 0.2824938709874438], [1.1681902953479287e-08, 0.70636, 0.18852615882973967], [-0.4347006815610594, 0.6851939212698809, 0.29889777345485147], [-0.19999998574310368, 0.66206, 0.23008219672796507], [1.1043694908042478e-08, 0.66777, 0.06796703616002481], [1.6440301679201574, 0.675660118559401, 0.09856274353397788], [1.360961710455021, 0.7309, 0.06412900814017504], [-1.5094362443074156, 0.66794, 0.22161794087530448], [0.9260794153771116, 0.6890893521226553, 0.024042099377434345], [-0.8037016449089474, 0.70023, 0.1530733309106836], [0.7191709541033275, 0.65247, 0.006788963616850505], [-0.7858609665811613, 0.7155864880209798, 0.1528194809781289], [-0.9833673010370191, 0.6690704444089316, 0.1681885946573496], [0.26733866094977726, 0.6879509198769871, 0.04281080175007086]]",1
9,2,0,"[[-4.065413364324544e-09, -0.17963555779498636, 0.32795642722421725], [-0.49999999435155285, -0.13189341279203826, 0.6720435727757829], [-0.3333333317244449, -0.23605, 0.16589005959708078], [-3.962545936425682e-09, -0.2396, 0.4085721255383986], [-0.43470069767304237, -0.19360146893389146, 0.4111286560131036], [-0.2000000001397475, -0.20845, 0.014409158851416888], [-3.908962260156816e-09, -0.23636, 0.024974445066601417], [1.6440301531016248, -0.22012328808493395, 0.19697156237343086], [1.3609616950808057, -0.19872, 0.1648002431011055], [-1.5094362580557632, -0.16337, 0.14222905048987722], [0.9260793998742294, -0.24635309910829042, 0.12390628601639013], [-0.8037016598192669, -0.20134, 0.06364718409281424], [0.7191709398958803, -0.2066, 0.09781949511363319], [-0.7858609825262741, -0.2461201629939558, 0.05697491892799418], [-0.9833673156440285, -0.21397930688894853, 0.08129564595251823], [0.26733864645324285, -0.18108024165438003, 0.04738116886563512]]",2
