Step,ElectorateID,Run_number,Belieftree,Affiliation
10,0,0,"[[1.7778810200709002e-09, 0.6426455566716623, 0.36179060114462414], [-0.49999999688101104, 0.6336459075958911, 0.6382093988553759], [-0.33333333082787386, 0.57564, 0.2661468335021685], [1.7302510856096996e-09, 0.62773, 0.1837989583056887], [-0.4774242271701559, 0.5710001499179703, 0.30697801427721666], [-0.1999999977117234, 0.63018, 0.24307619391492621], [1.5371403675337458e-09, 0.55767, 0.057246791392479165], [1.689438812217063, 0.6099114794402254, 0.11081728655351154], [1.4010628475049451, 0.57561, 0.08473564490773056], [-1.5277800222589744, 0.56234, 0.21455818894563], [0.9645629213089594, 0.5724804205768043, 0.03720445768767969], [-0.7980036341335042, 0.55691, 0.13908666125461702], [0.7531105509295517, 0.59139, 0.016601184694280135], [-0.7951750160734361, 0.6258706063770278, 0.14585536181655132], [-0.984413876014819, 0.5623551030340751, 0.15878128879093217], [0.3010132131063173, 0.643068040692157, 0.03511313395658868]]",0
10,1,0,"[[1.8521649745691397e-09, 0.666518309248088, 0.35133730075073444], [-0.4999999965993936, 0.7305712050653852, 0.6486626992492655], [-0.333333330415908, 0.7251, 0.27948006139470916], [1.946983825579881e-09, 0.70636, 0.18651485166765355], [-0.47742422683032404, 0.682873935215028, 0.3063775414528739], [-0.19999999762385057, 0.66206, 0.2276275454847633], [1.8406158180070814e-09, 0.66777, 0.06695803528183589], [1.6894388123984592, 0.675660118559401, 0.10165270937171891], [1.4010628479329807, 0.7309, 0.06719796897158871], [-1.5277800219679025, 0.66794, 0.22016727182293852], [0.964562921548818, 0.6637006974355524, 0.027622039072872136], [-0.7980036337384624, 0.70023, 0.15022954128638308], [0.7531105510979103, 0.65247, 0.010091339218251135], [-0.7951750158251429, 0.7156283882182799, 0.15148572465938143], [-0.9844138757205223, 0.6690704444089316, 0.16579669908854608], [0.30101321323068436, 0.6879509198769871, 0.03879867122648405]]",1
10,2,0,"[[-6.775688940540907e-10, -0.17963555779498636, 0.32219056509275834], [-0.49999999905859216, -0.12209111949860237, 0.6778094349072417], [-0.3333333330651853, -0.23605, 0.15409724417765397], [-6.604243227376137e-10, -0.2396, 0.3795274939691541], [-0.47742422951565455, -0.19144625205286564, 0.45299042327205924], [-0.2000000000232912, -0.20845, 0.013384838581132586], [-6.51493710026136e-10, -0.23636, 0.024419908170772196], [1.6894388099287037, -0.22012328808493395, 0.19728943648846234], [1.4010628453706113, -0.19872, 0.1652841017296012], [-1.5277800242592938, -0.16337, 0.14096618544394823], [0.9645629189650042, -0.23860379059889944, 0.12510770877210134], [-0.7980036362235157, -0.20134, 0.061645249812061154], [0.7531105487300024, -0.2066, 0.09915401732571617], [-0.7951750184826618, -0.24388618818279928, 0.05672647312873473], [-0.9844138781550238, -0.21397930688894853, 0.0795986695454554], [0.3010132108145953, -0.18108024165438003, 0.04980824958314719]]",2
11,0,0,"[[2.963135033451501e-10, 0.6426455566716623, 0.36174930331175686], [-0.4999999994801685, 0.6338486916579728, 0.6382506966882432], [-0.3333333329157568, 0.57564, 0.2694571707625095], [0.0833333336217086, 0.62773, 0.16138161614080213], [-0.5205290962744149, 0.5692708525747266, 0.3230616347919121], [-0.19999999961862053, 0.63018, 0.24609957830477625], [2.5619006125562437e-10, 0.55767, 0.05695869602409024], [1.6970069197812767, 0.6099114794402254, 0.11103257977658097], [1.4077463707746347, 0.57561, 0.08499184574267243], [-1.5308373182931623, 0.5621612945679937, 0.21379068383085276], [0.9835992471675175, 0.5723484364800038, 0.041990410608995686], [-0.7905823473818645, 0.55691, 0.13762871778035493], [0.7698548975720327, 0.59139, 0.018227854925754676], [-0.7974128588385662, 0.6258706063770278, 0.14536978910210543], [-0.9847360004656021, 0.5623551030340751, 0.15801511992091083], [0.32981890063058206, 0.643068040692157, 0.031994302287681846]]",0
11,1,0,"[[3.0869416242818995e-10, 0.666518309248088, 0.3513774008353947], [-0.49999999943323226, 0.7303547043901644, 0.6486225991646053], [-0.3333333328470958, 0.7251, 0.28264727361930614], [0.0833333336578307, 0.70636, 0.16637494603467737], [-0.5205290962177762, 0.6806653658568623, 0.3207706420948978], [-0.19999999960397505, 0.66206, 0.23020713825111863], [3.0676930300118016e-10, 0.66777, 0.06665824167401546], [1.6970069198115094, 0.675660118559401, 0.10195304063093842], [1.4077463708459739, 0.7309, 0.06756426461919203], [-1.5308373182446502, 0.6676595388686432, 0.21948669442207236], [0.9835992472074939, 0.6635866618475212, 0.03193296322335714], [-0.7905823473160242, 0.70023, 0.14881610402331646], [0.7698548976000925, 0.65247, 0.01171761366443705], [-0.7974128587971839, 0.7156283882182799, 0.15103504073654617], [-0.9847360004165526, 0.6690704444089316, 0.165086526396611], [0.3298189006513099, 0.6879509198769871, 0.03574951060951404]]",1
11,2,0,"[[-1.1292814900901516e-10, -0.17963555779498636, 0.32045111387892067], [-0.4999999998430987, -0.1190646938210233, 0.6795488861210793], [-0.333333333288642, -0.23605, 0.12803838602114098], [0.0833333332232627, -0.2396, 0.42502514439604727], [-0.5205290966653313, -0.18939757833385515, 0.4358150952958974], [-0.20000000000388182, -0.20845, 0.011121374286914315], [-1.0858228500435603e-10, -0.23636, 0.024240791531360762], [1.6970069193998836, -0.22012328808493395, 0.19661852140575037], [1.4077463704189124, -0.19872, 0.16475721951834638], [-1.530837318626549, -0.1633312644597861, 0.14024577006263014], [0.9835992467768583, -0.2385689838332951, 0.12534764364373077], [-0.7905823477301998, -0.20134, 0.06043197207369776], [0.7698548972054412, -0.2066, 0.10014401596635332], [-0.7974128592401037, -0.24388618818279928, 0.05676901610387684], [-0.984736000822303, -0.21397930688894853, 0.07904786066856691], [0.3298189002486284, -0.18108024165438003, 0.05239718902568681]]",2
12,0,0,"[[4.9385583890858385e-11, 0.6426455566716623, 0.3616400040477649], [-0.4999999999133614, 0.6343856054742953, 0.6383599959522351], [-0.33333333326373726, 0.57564, 0.2746105188786704], [0.1888888889369516, 0.62773, 0.13257857057435812], [-0.5627802796220843, 0.5692708525747266, 0.34200469632430147], [-0.19999999993643672, 0.63018, 0.25080621422267013], [4.269834354260406e-11, 0.55767, 0.05706638515731659], [1.6982682710419792, 0.6097056403802119, 0.1113715779275959], [1.408860291319583, 0.57561, 0.0852665233211941], [-1.5313468676321935, 0.5621612945679937, 0.21422874302589184], [0.9911617533303508, 0.5704485602350154, 0.04285717727370148], [-0.7823616053663806, 0.55691, 0.13704769714696377], [0.7764413073266273, 0.59139, 0.01893630494481472], [-0.7955832251957582, 0.6258706063770278, 0.1454574064268955], [-0.9846569430847768, 0.5623551030340751, 0.1583057816873531], [0.3551525141753615, 0.643068040692157, 0.02946240308827271]]",0
12,1,0,"[[5.144902707136501e-11, 0.666518309248088, 0.35145281446436555], [-0.49999999990553873, 0.7299476794045623, 0.6485471855356344], [-0.33333333325229375, 0.7251, 0.2875075874350252], [0.18888888894297196, 0.70636, 0.14056328918721314], [-0.5627802796126445, 0.6806653658568623, 0.3377634154217533], [-0.1999999999339958, 0.66206, 0.23416570795600836], [5.1128217166863326e-11, 0.66777, 0.06678220726385276], [1.6982682710470178, 0.6754319792010065, 0.10226878954484686], [1.4088602913314727, 0.7309, 0.06780131586598226], [-1.5313468676241082, 0.6676595388686432, 0.21991778849631305], [0.9911617533370135, 0.6617693127857392, 0.032760063578779766], [-0.7823616053554072, 0.70023, 0.14827072178156225], [0.776441307331304, 0.65247, 0.012398097461107607], [-0.7955832251888612, 0.7156283882182799, 0.15113294576549435], [-0.9846569430766019, 0.6690704444089316, 0.165385634511021], [0.3551525141788161, 0.6879509198769871, 0.03328243573104015]]",1
12,2,0,"[[-1.8821358168169193e-11, -0.17963555779498636, 0.3167033845008547], [-0.4999999999738498, -0.112431143249417, 0.6832966154991453], [-0.33333333332588483, -0.23605, 0.10718687261574239], [0.18888888887054395, -0.2396, 0.4721094804058027], [-0.5627802796872371, -0.18939757833385515, 0.41139342864434814], [-0.20000000000064694, -0.20845, 0.009310218334106838], [-1.8097047500726005e-11, -0.23636, 0.024160899076422927], [1.6982682709784136, -0.22002237071283973, 0.196099445130902], [1.4088602912602959, -0.19872, 0.16432808079776798], [-1.531346867687758, -0.1633312644597861, 0.13983959606995067], [0.9911617532652409, -0.2379986352595304, 0.12570401181455312], [-0.7823616054244364, -0.20134, 0.05939247068436225], [0.7764413072655287, -0.2066, 0.1004872305576909], [-0.7955832252626811, -0.24388618818279928, 0.056394890991154016], [-0.9846569431442269, -0.21397930688894853, 0.07877925449080062], [0.3551525141117025, -0.18108024165438003, 0.05481412038639549]]",2
13,0,0,"[[8.230930648476397e-12, 0.6426455566716623, 0.36157667529641213], [-0.4999999999855602, 0.6346968455859022, 0.6384233247035879], [-0.33333333332173404, 0.57564, 0.28117833828309696], [0.30731481482282563, 0.62773, 0.09911600926679738], [-0.6038895043973374, 0.5692708525747266, 0.3629009428775533], [-0.1999999999894061, 0.63018, 0.25680470957255225], [7.1163905904340125e-12, 0.55767, 0.057253370391965853], [1.6984784962520962, 0.6094880095284653, 0.111779216365856], [1.409045944743741, 0.57561, 0.08556497004142288], [-1.5314317925220322, 0.5621612945679937, 0.21493940944779902], [0.9920127692835643, 0.5693636672063582, 0.04328002547198287], [-0.7738035440003983, 0.55691, 0.13661813513589144], [0.7770615747147736, 0.59139, 0.019062032095217864], [-0.7914206363940324, 0.6258706063770278, 0.14550666250057667], [-0.9843502203234599, 0.5623551030340751, 0.1587930008186639], [0.3780985546866312, 0.643068040692157, 0.027203177730623425]]",0
13,1,0,"[[8.5748378452275e-12, 0.666518309248088, 0.35150914221088425], [-0.4999999999842565, 0.7296437793276641, 0.6484908577891159], [-0.3333333333198268, 0.7251, 0.29367533500305765], [0.307314814823829, 0.70636, 0.11071999033741502], [-0.603889504395764, 0.6806653658568623, 0.3564155341442351], [-0.19999999998899926, 0.66206, 0.23918914051529228], [8.521369527810554e-12, 0.66777, 0.06699645073975373], [1.698478496252936, 0.6751907705456566, 0.1026408577579419], [1.4090459447457226, 0.7309, 0.06803745508498485], [-1.5314317925206846, 0.6676595388686432, 0.22063182541522475], [0.9920127692846747, 0.6607437286723522, 0.03313287429165622], [-0.7738035439985694, 0.70023, 0.14788776932252867], [0.7770615747155529, 0.65247, 0.012500102277918155], [-0.7914206363928828, 0.7156283882182799, 0.15120016733462735], [-0.9843502203220974, 0.6690704444089316, 0.1658854337843222], [0.378098554687207, 0.6879509198769871, 0.03108706399104211]]",1
13,2,0,"[[-3.136893028028199e-12, -0.17963555779498636, 0.314266351022627], [-0.49999999999564165, -0.10803265723096349, 0.685733648977373], [-0.3333333333320919, -0.23605, 0.09116266522309507], [0.30731481481175765, -0.2396, 0.5125051790529882], [-0.6038895044081962, -0.18939757833385515, 0.38841379504752316], [-0.20000000000010779, -0.20845, 0.007918360676393597], [-3.0161745834543342e-12, -0.23636, 0.024133270820936116], [1.6984784962415018, -0.21991568420868202, 0.19588636399137196], [1.40904594473386, -0.19872, 0.1641591257464697], [-1.5314317925312928, -0.1633312644597861, 0.1396883590905259], [0.9920127692727128, -0.23766500430875748, 0.1255889251091362], [-0.7738035440100743, -0.20134, 0.058450743539026496], [0.7770615747045905, -0.2066, 0.10043565399728083], [-0.7914206364051861, -0.24388618818279928, 0.0559053863721074], [-0.9843502203333683, -0.21397930688894853, 0.07865785195025962], [0.3780985546760214, -0.18108024165438003, 0.057094319382885686]]",2
14,0,0,"[[1.371821774746066e-12, 0.6426455566716623, 0.3614729557775989], [-0.49999999999759337, 0.6352068286864628, 0.638527044222401], [-0.33333333333140014, 0.57564, 0.2894607008989132], [0.4379691358038048, 0.62773, 0.06042895950764704], [-0.6437743882804787, 0.5675419550187696, 0.385741214713803], [-0.1999999999982343, 0.63018, 0.2643691248796367], [1.1860650984056688e-12, 0.55767, 0.05749321763804225], [1.6985135337871156, 0.6092593561880248, 0.11227353359463266], [1.4090768869811006, 0.57561, 0.08592661094806586], [-1.5314459466703385, 0.5621612945679937, 0.21584129820387082], [0.9888932521577559, 0.5685508170732159, 0.043251574826079116], [-0.7650858025186961, 0.55691, 0.13629170009315072], [0.7741213362492281, 0.59139, 0.01883876214300481], [-0.7858712001064716, 0.6258706063770278, 0.1455441012230376], [-0.9839070905876047, 0.5623551030340751, 0.15941253577125708], [0.3993455955439942, 0.643068040692157, 0.02512666555885907]]",0
14,1,0,"[[1.4291396408712488e-12, 0.666518309248088, 0.35163677795675813], [-0.4999999999973761, 0.7289555178100358, 0.6483632220432419], [-0.3333333333310823, 0.7251, 0.3014521210974088], [0.437969135803972, 0.70636, 0.07644033190114127], [-0.6437743882802165, 0.6784573070863954, 0.3765844636582393], [-0.1999999999981665, 0.66206, 0.2455230833432106], [1.4202282546350921e-12, 0.66777, 0.06727094196570717], [1.6985135337872557, 0.6749373452415407, 0.10308921667394329], [1.409076886981431, 0.7309, 0.06831932852136037], [-1.531445946670114, 0.6676595388686432, 0.22153720217209613], [0.988893252157941, 0.6598800987184599, 0.03305768086395084], [-0.7650858025183912, 0.70023, 0.1476154578864848], [0.774121336249358, 0.65247, 0.012255117751469358], [-0.78587120010628, 0.7156283882182799, 0.15126060120689683], [-0.9839070905873776, 0.6690704444089316, 0.1665204424091991], [0.3993455955440901, 0.6879509198769871, 0.02907401054889213]]",1
14,2,0,"[[-5.228155046713666e-13, -0.17963555779498636, 0.30971705520822024], [-0.4999999999992736, -0.09963663692805859, 0.6902829447917797], [-0.3333333333331265, -0.23605, 0.07847173300385593], [0.4379691358019601, -0.2396, 0.5465481341416948], [-0.6437743882822885, -0.1873523144619189, 0.36816410259353527], [-0.20000000000001794, -0.20845, 0.006816030260914008], [-5.026957639090556e-13, -0.23636, 0.02413298303189795], [1.6985135337853499, -0.21980360769306698, 0.19587671249723174], [1.4090768869794539, -0.19872, 0.1641603274339822], [-1.531445946671882, -0.1633312644597861, 0.13968813848191397], [0.9888932521559473, -0.23741886355894606, 0.1252348518825521], [-0.7650858025203087, -0.20134, 0.05755994198068725], [0.774121336247531, -0.2066, 0.10013425015540822], [-0.7858712001083306, -0.24388618818279928, 0.05533810753244912], [-0.9839070905892561, -0.21397930688894853, 0.0786116692328052], [0.3993455955422259, -0.18108024165438003, 0.059263017771072284]]",2
15,0,0,"[[2.2863696245767746e-13, 0.6426455566716623, 0.3613642181342344], [-0.4999999999995989, 0.6357417999673409, 0.6386357818657655], [-0.3333333333330112, 0.57564, 0.2996592447724143], [0.5817531893006348, 0.62773, 0.015157074323288822], [-0.6824147411830374, 0.5658116662350449, 0.4115000614818392], [-0.1999999999997057, 0.63018, 0.2736836194224578], [1.976775164009448e-13, 0.55767, 0.05776331446607189], [1.6985193733762856, 0.6092593561880248, 0.11282527105310791], [1.4090820440206606, 0.57561, 0.08633081890268834], [-1.5314483056950563, 0.56196620064321, 0.21685554128646778], [0.9833724087190034, 0.5682919144334584, 0.042967113248983425], [-0.7562505912595578, 0.55691, 0.13601683464666492], [0.7689939708894931, 0.59139, 0.018396173401682904], [-0.779445152051735, 0.6258706063770278, 0.14556224304387133], [-0.9833759171611206, 0.5623551030340751, 0.1601064195662827], [0.4193151133435715, 0.643068040692157, 0.023176270384178924]]",0
15,1,0,"[[2.3818994014520807e-13, 0.666518309248088, 0.35177531897349884], [-0.4999999999995627, 0.7282090161169413, 0.6482246810265012], [-0.33333333333295817, 0.7251, 0.3109598210466319], [0.5817531893006627, 0.70636, 0.03660855184354663], [-0.6824147411829936, 0.6762474715115923, 0.399164827124189], [-0.19999999999969437, 0.66206, 0.25326679998563234], [2.367047091058486e-13, 0.66777, 0.06757920231869957], [1.6985193733763089, 0.6749373452415407, 0.1035878475659716], [1.4090820440207157, 0.7309, 0.0686329148685946], [-1.5314483056950188, 0.6673533881499774, 0.22255260635916518], [0.9833724087190343, 0.6595828022094521, 0.03273784726190163], [-0.756250591259507, 0.70023, 0.14739775154622148], [0.7689939708895147, 0.65247, 0.01179237911814482], [-0.7794451520517031, 0.7156283882182799, 0.15130340874743617], [-0.9833759171610827, 0.6690704444089316, 0.16722974525566972], [0.4193151133435875, 0.6879509198769871, 0.027186296958195313]]",1
15,2,0,"[[-8.713591744522779e-14, -0.17963555779498636, 0.30496958101595767], [-0.49999999999987893, -0.0906077695266108, 0.6950304189840423], [-0.3333333333332989, -0.23605, 0.06830769379656446], [0.5817531893003274, -0.2396, 0.5767148413936433], [-0.682414741183339, -0.18530835191701803, 0.3490442798252354], [-0.20000000000000295, -0.20845, 0.005933184984556848], [-8.378262731817591e-14, -0.23636, 0.02414978959951], [1.6985193733759913, -0.21980360769306698, 0.19600226932111603], [1.4090820440203862, -0.19872, 0.16427517803675837], [-1.5314483056953136, -0.16328897660941633, 0.13978566040511867], [0.983372408718702, -0.23734314041586363, 0.12473283284157125], [-0.7562505912598266, -0.20134, 0.056697300835459714], [0.7689939708892102, -0.2066, 0.09968010294268599], [-0.7794451520520448, -0.24388618818279928, 0.05472007232856], [-0.9833759171613958, -0.21397930688894853, 0.07861214358039594], [0.4193151133432768, -0.18108024165438003, 0.06134465010882412]]",2
16,0,0,"[[3.810616040961292e-14, 0.6426455566716623, 0.3613263760282169], [-0.49999999999993316, 0.6359280524176347, 0.6386736239717831], [-0.3333333333332797, 0.57564, 0.28987737135956465], [0.73992636488344, 0.62773, 0.03578013362531215], [-0.7198167525955295, 0.5645503147637748, 0.4095928182861214], [-0.1999999999999509, 0.63018, 0.26474967672900196], [3.294625273349079e-14, 0.55767, 0.05805813117195639], [1.6985203466411471, 0.6092593561880248, 0.113401218398383], [1.4090829035272538, 0.5745252002771545, 0.0867715300469086], [-1.5314486988658427, 0.5617947904012385, 0.2179420747629094], [0.976349357225395, 0.5682919144334584, 0.04248220728981072], [-0.7472838118192799, 0.55691, 0.1357775304396185], [0.7624644655522994, 0.59139, 0.017810288810960466], [-0.7724173844486351, 0.6258706063770278, 0.14557352482208563], [-0.9827825057021542, 0.5623551030340751, 0.16086180351594373], [0.4382652501829036, 0.643068040692157, 0.021321690741423496]]",0
16,1,0,"[[3.9698323357534686e-14, 0.666518309248088, 0.3518633474978019], [-0.4999999999999271, 0.7277349967239176, 0.6481366525021981], [-0.33333333333327086, 0.7251, 0.31609414307851713], [0.7399263648834447, 0.70636, 0.010024373770126193], [-0.7198167525955221, 0.6745985415585453, 0.4164329425577751], [-0.19999999999994902, 0.66206, 0.2574485405935815], [3.945078485097476e-14, 0.66777, 0.067916660465151], [1.6985203466411511, 0.6749373452415407, 0.1041052146157534], [1.4090829035272632, 0.7295008826188641, 0.06897572216801312], [-1.5314486988658365, 0.6670844323462296, 0.22363282982752636], [0.9763493572254001, 0.6595828022094521, 0.032217270263316694], [-0.7472838118192714, 0.70023, 0.14722180402826088], [0.762464465552303, 0.65247, 0.011187170387950867], [-0.7724173844486297, 0.7156283882182799, 0.15134417463921374], [-0.982782505702148, 0.6690704444089316, 0.16800445655099636], [0.43826525018290624, 0.6879509198769871, 0.025394697053817538]]",1
16,2,0,"[[-1.452265290753796e-14, -0.17963555779498636, 0.30260690200790363], [-0.4999999999999798, -0.08600878787322648, 0.6973930979920964], [-0.3333333333333276, -0.23605, 0.059992168905528796], [0.7399263648833888, -0.2396, 0.6040491121758407], [-0.7198167525955796, -0.1834759134734616, 0.33074781783329504], [-0.20000000000000046, -0.20845, 0.005210901085335488], [-1.396377121969599e-14, -0.23636, 0.024177510367748827], [1.6985203466410983, -0.21980360769306698, 0.19622735359036195], [1.409082903527208, -0.19807677856524775, 0.16446383215995955], [-1.5314486988658855, -0.1632518223480913, 0.13995048176338676], [0.9763493572253447, -0.23734314041586363, 0.12414986861135986], [-0.7472838118193247, -0.20134, 0.05584516064677111], [0.7624644655522522, -0.2066, 0.09912661263711263], [-0.7724173844486867, -0.24388618818279928, 0.05406400608139253], [-0.9827825057022002, -0.21397930688894853, 0.07864167926073343], [0.43826525018285445, -0.18108024165438003, 0.0633534948811733]]",2
17,0,0,"[[6.3510267349354885e-15, 0.6426455566716623, 0.3612866889358403], [-0.49999999999998884, 0.6361234274958878, 0.6387133110641597], [-0.33333333333332443, 0.57564, 0.2718020750664668], [0.9139186441472412, 0.62773, 0.08557640195496703], [-0.7560000250860694, 0.5629052152334699, 0.3943803057679265], [-0.1999999999999918, 0.63018, 0.24824121721063985], [5.491042122248461e-15, 0.55767, 0.05836147728322048], [1.6985205088519575, 0.6092593561880248, 0.11399374184856864], [1.4090830467783528, 0.5734565549798041, 0.08733844173097632], [-1.531448764394307, 0.56160649741627, 0.219062861856383], [0.9683389855579767, 0.5680124357694337, 0.04186586700674716], [-0.7381520415416458, 0.55691, 0.13553128896622488], [0.7549815678805424, 0.59139, 0.01712024238812701], [-0.7649356984989869, 0.6258706063770278, 0.1455511513392905], [-0.9821405456849626, 0.5623551030340751, 0.16163510268931422], [0.4563562805671414, 0.643068040692157, 0.019539824891147656]]",0
17,1,0,"[[6.616387226255785e-15, 0.666518309248088, 0.3519593268902473], [-0.49999999999998784, 0.7272184333952761, 0.6480406731097527], [-0.33333333333332293, 0.7251, 0.2976053276920901], [0.913918644147242, 0.70636, 0.058360367499228245], [-0.7560000250860682, 0.6724479483630326, 0.4016443113054758], [-0.19999999999999146, 0.66206, 0.2423899935032058], [6.575130808495787e-15, 0.66777, 0.0682617752988711], [1.6985205088519582, 0.6749373452415407, 0.10463423621019607], [1.4090830467783544, 0.7281226003624214, 0.06946925586201255], [-1.531448764394306, 0.6667890145541177, 0.22474172104618764], [0.9683389855579775, 0.6593401550532835, 0.031562132485547865], [-0.7381520415416445, 0.70023, 0.14703642229157973], [0.7549815678805429, 0.65247, 0.010479089525130904], [-0.764935698498986, 0.7156283882182799, 0.15134841787303013], [-0.9821405456849615, 0.6690704444089316, 0.1687925387136543], [0.45635628056714184, 0.6879509198769871, 0.02367441069378965]]",1
17,2,0,"[[-2.4204421512563272e-15, -0.17963555779498636, 0.2999887083803162], [-0.4999999999999966, -0.08082782678115963, 0.7000112916196839], [-0.3333333333333324, -0.23605, 0.05303963347103698], [0.9139186441472327, -0.2396, 0.6289073779774953], [-0.7560000250860778, -0.18108900092268704, 0.31344598252614375], [-0.20000000000000004, -0.20845, 0.0046070060253239455], [-2.3272952032826654e-15, -0.23636, 0.02421531784270059], [1.6985205088519493, -0.21980360769306698, 0.19653421986569572], [1.409083046778345, -0.19744356244969616, 0.16465512774883506], [-1.5314487643943142, -0.1632110086447284, 0.14017314191513208], [0.9683389855579683, -0.23726125409740123, 0.12352333684938062], [-0.7381520415416534, -0.20134, 0.0549969292931133], [0.7549815678805345, -0.2066, 0.09851499110640441], [-0.7649356984989956, -0.24388618818279928, 0.05338204224103198], [-0.9821405456849701, -0.21397930688894853, 0.07869888539468808], [0.45635628056713323, -0.18108024165438003, 0.06530600774301816]]",2
18,0,0,"[[1.0585044558225817e-15, 0.6426455566716623, 0.36122579742206445], [-0.4999999999999981, 0.6364232730132249, 0.6387742025779356], [-0.33333333333333187, 0.57564, 0.254771707116972], [1.1053104490245416, 0.62773, 0.13385869730355787], [-0.7909912763173591, 0.5600703752031461, 0.37868248798441667], [-0.1999999999999986, 0.63018, 0.2326871075950535], [9.151736870414099e-16, 0.55767, 0.058674226919135215], [1.6985205358870925, 0.6087336147327321, 0.11460461855912657], [1.409083070653536, 0.5734565549798041, 0.08791891226045317], [-1.5314487753157178, 0.5614257671553672, 0.22021697424385261], [0.9596344883796907, 0.5680124357694337, 0.04120379647711328], [-0.7288184389702769, 0.5563439084444934, 0.13527556114642644], [0.7468006938999484, 0.59139, 0.016351251312686447], [-0.7570787682797115, 0.6258706063770278, 0.1455044837023433], [-0.9814570715840691, 0.5623551030340751, 0.16242936836134048], [0.4736899343021307, 0.643068040692157, 0.017820807017522627]]",0
18,1,0,"[[1.102731204375964e-15, 0.666518309248088, 0.3520134271086594], [-0.499999999999998, 0.72692738889668, 0.6479865728913405], [-0.33333333333333165, 0.7251, 0.2800634141818853], [1.1053104490245416, 0.70636, 0.10556302539275925], [-0.7909912763173589, 0.668828064375677, 0.38627089280689175], [-0.19999999999999854, 0.66206, 0.22810266761846376], [1.0958551347492981e-15, 0.66777, 0.06861787644321728], [1.6985205358870927, 0.6743501028847595, 0.1051800843180597], [1.4090830706535362, 0.7281226003624214, 0.06997328633084883], [-1.5314487753157175, 0.6665054919936391, 0.22588377593797207], [0.9596344883796908, 0.6593401550532835, 0.030857270408658304], [-0.7288184389702766, 0.6995297035254885, 0.14684437638204043], [0.7468006938999485, 0.65247, 0.009693115741691943], [-0.7570787682797113, 0.7156283882182799, 0.1513306044021462], [-0.981457071584069, 0.6690704444089316, 0.16960284702597936], [0.4736899343021308, 0.6879509198769871, 0.022016763009385674]]",1
18,2,0,"[[-4.0340702520938787e-16, -0.17963555779498636, 0.29798284642067535], [-0.49999999999999944, -0.0767969717732027, 0.7020171535793247], [-0.3333333333333332, -0.23605, 0.047136288176397104], [1.10531044902454, -0.2396, 0.6516438563988531], [-0.7909912763173604, -0.17776161642895597, 0.2971256121310316], [-0.19999999999999996, -0.20845, 0.00409424329371826], [-3.878825338804441e-16, -0.23636, 0.024260305135120664], [1.6985205358870912, -0.21946948300663055, 0.19689934452243926], [1.4090830706535347, -0.19744356244969616, 0.16489603285996993], [-1.5314487753157189, -0.16317183420995898, 0.14043774630578065], [0.9596344883796892, -0.23726125409740123, 0.12285097278482429], [-0.7288184389702781, -0.20114808783979682, 0.05414108936205827], [0.7468006938999471, -0.2066, 0.0978583167627709], [-0.757078768279713, -0.24388618818279928, 0.0526747697843586], [-0.9814570715840705, -0.21397930688894853, 0.07877493973567451], [0.47368993430212936, -0.18108024165438003, 0.06720648274700285]]",2
