Step,ElectorateID,Run_number,Belieftree,Affiliation
3,1,9,"[[0.000518356481481482, 0.668188446986869, 0.35516335380721403], [-0.4990642824074074, 0.7131614084177448, 0.644836646192786], [-0.33252705761316875, 0.7116, 0.31810107901008355], [0.0005702469135802466, 0.73904, 0.22498030633368526], [0.0862699526865036, 0.7123728840364608, 0.19074691780239694], [-0.19932534722222217, 0.67435, 0.2661716968538343], [0.0005102083333333326, 0.6610662946175762, 0.0690876266451628], [0.21126611519607824, 0.69265, 0.050347988303933895], [0.14866286596119946, 0.66136, 0.053623044150221746], [-0.2540269290123456, 0.6611, 0.09571321636015256], [0.149150566845916, 0.65598, 0.05300934073213782], [-0.927902157759421, 0.71074, 0.17138574596615205], [0.01792524085613459, 0.6904806092175672, 0.07034263274891726], [-0.6988375363318453, 0.73373, 0.14983238085173958], [-0.9566524001959785, 0.7434621399913747, 0.1780229310929237], [-0.30057473016496256, 0.7381, 0.10863509314865871]]",1
3,2,9,"[[-0.00014897376543209894, -0.1667617145644597, 0.3818334289421011], [-0.4997951851851852, -0.23005864860260414, 0.618166571057899], [-0.3332452597736626, -0.21919, 0.1712312843008948], [-0.00016327160493827167, -0.2116, 0.3174301879923137], [0.08552469034082459, -0.2289723873052048, 0.47215480128732457], [-0.1999798456790123, -0.17388, 0.039183726419467005], [-0.0001883564814814815, -0.24402859830832013, 0.06563532936380756], [0.21057880038126345, -0.19811, 0.11000819150832697], [0.14802455577601428, -0.16589, 0.08449747714359525], [-0.2546585339506172, -0.15746, 0.02616326879325546], [0.14847833690764434, -0.21523, 0.09790064308683114], [-0.9285686315248531, -0.15301, 0.208759825038341], [0.01725159888082592, -0.18233359192587015, 0.05372304274549821], [-0.6995765563935737, -0.22404, 0.12800183542135768], [-0.9574084032823983, -0.2288776444965221, 0.19593211484188147], [-0.30129251565878973, -0.19215, 0.0293782720571052]]",2
4,0,9,"[[7.5895061728395e-05, 0.5895533199578684, 0.3454937039519738], [-0.4998566113683128, 0.616854580643257, 0.6545062960480261], [-0.333208941186557, 0.63394, 0.3423239758046837], [8.141332304526747e-05, 0.63307, 0.2240473627199528], [0.14041125734417212, 0.6120951658591636, 0.16695330368437872], [-0.1999030967078189, 0.55352, 0.2666753577909849], [7.623070987654323e-05, 0.5926232902659957, 0.07216159378559335], [0.2896168239379084, 0.57007, 0.034154161834897175], [0.23324999889770737, 0.63542, 0.048977085928053145], [-0.32892976594650214, 0.59414, 0.11241332551020056], [0.37207432347789426, 0.64004, 0.03263340858050203], [-0.9006740848171803, 0.6172, 0.18484981295546032], [0.21062458274678575, 0.5936808497917687, 0.04664937627103001], [-0.7535200950109116, 0.5752, 0.16181425290129473], [-0.9718357888549325, 0.6374855156826122, 0.19612025637016312], [-0.25837474134796024, 0.64674, 0.11022672586280562]]",0
4,1,9,"[[8.639274691358032e-05, 0.666929277550197, 0.354606171188834], [-0.49984404706790125, 0.7138299315766824, 0.645393828811166], [-0.33319895404663924, 0.7116, 0.3235903043429894], [9.504115226337435e-05, 0.73904, 0.22886261821007042], [0.14042432447380174, 0.7112137409208213, 0.17678226061432623], [-0.19988755787037032, 0.67435, 0.270764816832614], [8.503472222222208e-05, 0.6610662946175762, 0.07298617529494328], [0.2896325878267973, 0.69265, 0.044501563473137946], [0.23325333480305718, 0.66136, 0.04727194249946584], [-0.328921154835391, 0.6611, 0.10931907141203646], [0.37207637337501354, 0.65598, 0.031348906719385554], [-0.9006620554961926, 0.71074, 0.17793253762095612], [0.21063702744843182, 0.6904806092175672, 0.052984781714840466], [-0.7534997079224343, 0.73373, 0.16422130966838483], [-0.9718222793384717, 0.7424598596817975, 0.18940332639644503], [-0.25836299237676685, 0.7381, 0.11003038520040445]]",1
4,2,9,"[[-2.4828960905349824e-05, -0.1571740292319628, 0.36256883478561613], [-0.49996586419753086, -0.22368233337359933, 0.6374311652143838], [-0.3333186544067216, -0.21919, 0.1584547191686815], [-2.7211934156378602e-05, -0.2116, 0.2937448696909703], [0.14030011408285525, -0.22814217092059816, 0.511540411157701], [-0.19999664094650202, -0.17388, 0.036259999982647124], [-3.139274691358026e-05, -0.24402859830832013, 0.05584698983938873], [0.2895180353576615, -0.19811, 0.11161012222808765], [0.23314694977219297, -0.16589, 0.09133306436109934], [-0.32902642232510293, -0.15746, 0.03926876220702839], [0.37196433505196835, -0.21523, 0.13439922800730972], [-0.900773134457098, -0.15301, 0.17115081328988924], [0.2105247537858804, -0.18233359192587015, 0.08991888243474817], [-0.7536228779327223, -0.22404, 0.12121290297146341], [-0.9719482798528749, -0.22856760087758807, 0.17007677660574902], [-0.2584826232924047, -0.19215, 0.015182458055236303]]",2
5,0,9,"[[1.2649176954732504e-05, 0.5894346881079329, 0.345024090964727], [-0.4999761018947188, 0.6189522450354362, 0.6549759090352729], [-0.33331260130887064, 0.63394, 0.33841762976415707], [1.356888717421124e-05, 0.63307, 0.22149070122350276], [0.10774548101556505, 0.6120951658591636, 0.17645941162226672], [-0.1999838494513031, 0.55352, 0.2636322573900734], [1.270511831275721e-05, 0.5926232902659957, 0.07645818928294797], [0.3605822157543572, 0.57007, 0.027027962479487515], [0.3098369045781895, 0.63542, 0.042006495599273254], [-0.3960799609910837, 0.59414, 0.12775746351264047], [0.5454486230752621, 0.64004, 0.012204111068390639], [-0.8757275951525963, 0.6172, 0.19261643905241307], [0.3580735199883952, 0.5936808497917687, 0.030397887364882335], [-0.78670482107827, 0.5752, 0.17571197546093795], [-0.9787575119605407, 0.6371811863578538, 0.2085265070045775], [-0.18486417269891064, 0.64674, 0.10729296917444921]]",0
5,1,9,"[[1.4398791152263378e-05, 0.6655607496508911, 0.35388775547180534], [-0.4999740078446502, 0.7151503923150361, 0.6461122445281946], [-0.333310936785551, 0.7116, 0.3203545835089141], [1.584019204389573e-05, 0.73904, 0.22657412089743637], [0.1077476588705033, 0.7112137409208213, 0.1850139744653298], [-0.1999812596450617, 0.67435, 0.2680573211283198], [1.4172453703703675e-05, 0.6610662946175762, 0.07690382648868319], [0.36058484306917205, 0.69265, 0.03863096472325551], [0.30983746056241446, 0.66136, 0.04089454896730198], [-0.39607852580589853, 0.6611, 0.12298738812003157], [0.545448964724782, 0.65598, 0.01285868280793856], [-0.875725590265765, 0.71074, 0.1845622612702544], [0.3580755941053362, 0.6904806092175672, 0.03867050229334578], [-0.7867014232301904, 0.73373, 0.1768801436977316], [-0.9787552603744639, 0.7421624417658628, 0.20023841464908143], [-0.1848622145370451, 0.7381, 0.107373266982376]]",1
5,2,9,"[[-4.138160150891636e-06, -0.1468657937137985, 0.3376590652479976], [-0.4999943106995885, -0.21191530963030972, 0.6623409347520024], [-0.3333308868455647, -0.21919, 0.16596881044920986], [-4.5353223593964325e-06, -0.2116, 0.30767456377408053], [0.10772695713867889, -0.22814217092059816, 0.4883771380367335], [-0.19999944015775029, -0.17388, 0.0379794877399762], [-5.23212448559671e-06, -0.24402859830832013, 0.05020036130963264], [0.36056575099098276, -0.19811, 0.11493048798265285], [0.3098197297239371, -0.16589, 0.09786276078438642], [-0.3960960703875172, -0.15746, 0.049092089590877415], [0.5454302916709411, -0.21523, 0.15648264374406212], [-0.8757441034259159, -0.15301, 0.14868048781624368], [0.3580568818282443, -0.18233359192587015, 0.11116885015963358], [-0.7867219515652385, -0.22404, 0.11575464150307838], [-0.9787762604601978, -0.22846578980326723, 0.1543325393695723], [-0.18488215302298472, -0.19215, 0.001495137739860657]]",2
6,0,9,"[[2.1081961591220834e-06, 0.5891271681792128, 0.34486738045692983], [-0.4999960169824531, 0.6191444574625281, 0.6551326195430701], [-0.3333298779959229, 0.63394, 0.33302459410631], [2.2614811957018735e-06, 0.63307, 0.2179610173520911], [0.05927681469556647, 0.6099217230267951, 0.18958338439490482], [-0.1999973082418838, 0.55352, 0.2594310041466942], [2.117519718792869e-06, 0.5926232902659957, 0.07967747227904656], [0.42451183988062824, 0.57007, 0.01957018547642352], [0.37883853171541254, 0.63542, 0.034497186004717746], [-0.4564791601651806, 0.59414, 0.1412549582424994], [0.6758255113926813, 0.64004, 0.004811335171790451], [-0.8539472852703343, 0.6172, 0.19779464931589058], [0.46819953329726266, 0.5936808497917687, 0.016870868906349052], [-0.8043302006950387, 0.5752, 0.18547680099685915], [-0.9821332805796221, 0.6052730765058453, 0.21771561578295023], [-0.11437192687659188, 0.64674, 0.10233092782347329]]",0
6,1,9,"[[2.3997985253772303e-06, 0.6645403403486386, 0.3535763197447213], [-0.4999956679741084, 0.7149416375270501, 0.6464236802552786], [-0.33332960057536964, 0.7116, 0.31591283364510875], [2.640032007315955e-06, 0.73904, 0.2234326469730903], [0.059277177671389514, 0.7086149750509022, 0.1963138410952109], [-0.19999687660751025, 0.67435, 0.26434067828659], [2.3620756172839464e-06, 0.6610662946175762, 0.0801198154010566], [0.4245122777664307, 0.69265, 0.032497832281977945], [0.37883862437945004, 0.66136, 0.034241106415428754], [-0.4564789209676497, 0.6611, 0.13544864942144888], [0.6758255683342679, 0.65598, 0.0024052488620223953], [-0.853946951122529, 0.71074, 0.18963737622521426], [0.46819987898341947, 0.6904806092175672, 0.026940043461593028], [-0.8043296343870254, 0.73373, 0.18641019108251458], [-0.982132905315276, 0.7140345442419382, 0.20898164020810955], [-0.11437160051628097, 0.7381, 0.10331809664063404]]",1
6,2,9,"[[-6.896933584819395e-07, -0.14010886051320343, 0.3247778428034317], [-0.49999905178326476, -0.20871027258197195, 0.6752221571965683], [-0.3333329255853719, -0.21919, 0.17908439298763837], [-7.558870598994054e-07, -0.2116, 0.3319883557765173], [0.05927372738275211, -0.2262336714836615, 0.4479464579802555], [-0.19999990669295833, -0.17388, 0.0409807932555889], [-8.720207475994514e-07, -0.24402859830832013, 0.0454880479782361], [0.4245090957533992, -0.19811, 0.11605946476107017], [0.37883566923970385, -0.16589, 0.10153972154849479], [-0.45648184506458617, -0.15746, 0.05573924013376047], [0.6758224561586278, -0.21523, 0.16609685093366763], [-0.8539500366492209, -0.15301, 0.13065889889656399], [0.46819676027057083, -0.18233359192587015, 0.12126226934204531], [-0.8043330557762001, -0.22404, 0.10816966893130169], [-0.9821364053295649, -0.22198374099952264, 0.14048815534365314], [-0.1143749235972709, -0.19215, 0.014497682131206615]]",2
7,0,9,"[[3.513660265203473e-07, 0.5891174928968164, 0.34478746044094727], [-0.4999993361637422, 0.6195220579916856, 0.6552125395590527], [-0.33333275744376495, 0.63394, 0.3417414867075218], [3.769135326169789e-07, 0.63307, 0.22366612986670176], [0.1322426037863155, 0.60880306736877, 0.16837079311639988], [-0.19999955137364728, 0.55352, 0.26622159030937664], [3.5291995313214487e-07, 0.5926232902659957, 0.08060153266512193], [0.48205863017618317, 0.57007, 0.011970261109914273], [0.4409522314763782, 0.63542, 0.026449195954454805], [-0.5108324433608633, 0.59414, 0.15028522670158667], [0.7767635271568843, 0.64004, 0.01859551013934423], [-0.8376725562870005, 0.6172, 0.19787448389072917], [0.5526426837894398, 0.5936808497917687, 0.00558152388155365], [-0.8147076900896703, 0.5752, 0.18903873445393032], [-0.9840518296096756, 0.5754290462989001, 0.21616109546728707], [-0.11382072490381542, 0.6462020220165169, 0.10344243573607784]]",0
7,1,9,"[[3.9996642089620547e-07, 0.6645151871084459, 0.35356029475745965], [-0.4999992779956847, 0.7149808809729062, 0.6464397052425405], [-0.3333327112070061, 0.7116, 0.32317251132071395], [4.4000533455265903e-07, 0.73904, 0.22856712973694698], [0.13224266428228604, 0.7072797996993755, 0.1778451312340965], [-0.19999947943458501, 0.67435, 0.2704152277082425], [3.9367926954732454e-07, 0.6610662946175762, 0.08091901048896726], [0.4820587031571502, 0.69265, 0.025777822353148568], [0.4409522469203844, 0.66136, 0.026979424075548503], [-0.5108324034946081, 0.6611, 0.1434525821346076], [0.7767635366471488, 0.65598, 0.014784735160250407], [-0.8376725005956996, 0.71074, 0.18953633397080116], [0.5526427414037993, 0.6904806092175672, 0.016872302527732513], [-0.8147075957050014, 0.73373, 0.18953940578468526], [-0.984051767065618, 0.6877974251330884, 0.20785743727037476], [-0.11382067051043027, 0.7372783614338674, 0.10428094623388383]]",1
7,2,9,"[[-1.1494889308032325e-07, -0.13994305734591975, 0.32196579223509775], [-0.4999998419638775, -0.20529119785061714, 0.6780342077649023], [-0.3333332653753398, -0.21919, 0.16090460172238352], [-1.259811766499009e-07, -0.2116, 0.29828648533530655], [0.1322420892341798, -0.22527950403786193, 0.5039882938640575], [-0.19999998444882636, -0.17388, 0.03682061907825233], [-1.453367912665752e-07, -0.24402859830832013, 0.042609363136349526], [0.482058172821645, -0.19811, 0.11876292422722579], [0.4409517543970934, -0.16589, 0.10595953203220107], [-0.5108328908440976, -0.15746, 0.061701796020788104], [0.7767630179512088, -0.21523, 0.17321009175736504], [-0.8376730148501483, -0.15301, 0.11954776039653664], [0.5526422216183245, -0.18233359192587015, 0.12833278642057488], [-0.8147081659365305, -0.22404, 0.10313549124702918], [-0.9840523504013328, -0.21594357015532553, 0.1330634100958838], [-0.11382122435726193, -0.1919690542868457, 0.013676844666045853]]",2
8,0,9,"[[5.856100442005794e-08, 0.5888687590763102, 0.3446386876411784], [-0.4999998893606237, 0.6197866529400141, 0.6553613123588216], [-0.33333323735173864, 0.63394, 0.3374515809224293], [6.281892210282984e-08, 0.63307, 0.22085843264009725], [0.09626016391169073, 0.60880306736877, 0.17881029515062347], [-0.19999992522894117, 0.55352, 0.2628796912868499], [5.881999218869085e-08, 0.5926232902659957, 0.08147480256023137], [0.533852429539168, 0.57007, 0.00497925029922897], [0.49685660048415814, 0.63542, 0.019049920790451334], [-0.5597493988934771, 0.59414, 0.15863858512903412], [0.8557209872440721, 0.64004, 0.029652171766586684], [-0.826084023658645, 0.6172, 0.19842502727913844], [0.6177268432409199, 0.5936808497917687, 0.003305882160329574], [-0.8209361208276513, 0.5752, 0.19194305716650678], [-0.9852262864059238, 0.5610990496583251, 0.21456142511734], [-0.06640142961485704, 0.6321626185271441, 0.09796987773115272]]",0
8,1,9,"[[6.66610701493676e-08, 0.6638464284475132, 0.35334221181269976], [-0.49999987966594744, 0.714917007299604, 0.6466577881873004], [-0.3333332296456122, 0.7116, 0.31961569252499156], [7.333422242544315e-08, 0.73904, 0.22605153254147287], [0.0962601739943525, 0.7072797996993755, 0.18689372227381926], [-0.19999991323909747, 0.67435, 0.2674390526597164], [6.561321159122076e-08, 0.6610662946175762, 0.08216182458367743], [0.5338524417026624, 0.69265, 0.019736444786768857], [0.49685660305815915, 0.66136, 0.02044560537196243], [-0.5597493922491011, 0.6611, 0.1517354982119312], [0.8557209888257828, 0.65598, 0.02482517388732906], [-0.8260840143767615, 0.71074, 0.1910069816686594], [0.6177268528433131, 0.6904806092175672, 0.009042333591942724], [-0.8209361050968732, 0.73373, 0.19322451852598715], [-0.9852262759819143, 0.6751113419788175, 0.20793480868380299], [-0.06640142054929285, 0.7249789785395773, 0.09988681068793877]]",1
8,2,9,"[[-1.9158148846720537e-08, -0.13546848256471994, 0.3127524661149905], [-0.49999997366064625, -0.2023192917083985, 0.6872475338850095], [-0.3333333220070011, -0.21919, 0.16950227760200637], [-2.099686277498348e-08, -0.2116, 0.31422493888313996], [0.09626007815300144, -0.22527950403786193, 0.4774847144996003], [-0.19999999740813768, -0.17388, 0.038788069015253286], [-2.422279854442921e-08, -0.24402859830832013, 0.040157025369573766], [0.5338523533134116, -0.19811, 0.12045077467558553], [0.496856520970944, -0.16589, 0.10906070715677708], [-0.559749473474016, -0.15746, 0.06620023352899233], [0.8557209023764595, -0.21523, 0.1762342902566302], [-0.8260841000858363, -0.15301, 0.11076020016933581], [0.6177267662124006, -0.18233359192587015, 0.13165689394918692], [-0.8209362001354614, -0.22404, 0.09822446384267113], [-0.9852263732045334, -0.2130382621682067, 0.12659217943714043], [-0.06640151285709812, -0.18776345237955425, 0.020663231614106905]]",2
9,0,9,"[[9.760167403342987e-09, 0.5888687590763102, 0.3445564843708576], [-0.49999998156010395, 0.6201942995043503, 0.6554435156291424], [-0.3333333173364009, 0.63394, 0.3315108377103072], [1.0469820350471637e-08, 0.63307, 0.21697028006140717], [0.04234335167542674, 0.6062528939513973, 0.19326711633846058], [-0.19999998753815681, 0.55352, 0.258251765889825], [9.803332031448472e-09, 0.5926232902659957, 0.08160838413918052], [0.5804671303153516, 0.57007, 0.0014317578007700118], [0.5471708724616452, 0.63542, 0.012152524103465966], [-0.6037744923155794, 0.59414, 0.16496123132128668], [0.9142705286954275, 0.64004, 0.0377634680686105], [-0.8160529805262207, 0.6172, 0.19736899251088105], [0.6657036291298108, 0.5936808497917687, 0.009918042096492831], [-0.8225756236908022, 0.5752, 0.19248351153111384], [-0.9857921177321076, 0.5610990496583251, 0.21301776823777197], [-0.016274346818038875, 0.6315825078714135, 0.08929432019042677]]",0
9,1,9,"[[1.111017835822793e-08, 0.6638464284475132, 0.3533925441093442], [-0.49999997994432455, 0.714649423875032, 0.6466074558906558], [-0.3333333160520465, 0.7116, 0.3147185520207387], [1.2222370404240512e-08, 0.73904, 0.22258797883635958], [0.04234335335587036, 0.7042352509931464, 0.19935210832945335], [-0.19999998553984955, 0.67435, 0.26334136081344856], [1.0935535265203462e-08, 0.6610662946175762, 0.08346126651252217], [0.5804671323426006, 0.69265, 0.014163366740689173], [0.5471708728906454, 0.66136, 0.014416661998587151], [-0.6037744912081834, 0.6611, 0.15969355815217023], [0.9142705289590459, 0.65598, 0.032609823261656234], [-0.81605297897924, 0.71074, 0.19276142025921905], [0.6657036307302098, 0.6904806092175672, 0.003128155309011325], [-0.8225756210690058, 0.73373, 0.19648746490518582], [-0.9857921159947727, 0.6751113419788175, 0.20969320260202126], [-0.016274345307111505, 0.7240884855798526, 0.09358508025893757]]",1
