Step,ElectorateID,Run_number,Belieftree,Affiliation
3,1,0,"[[-0.13471463705698972, 0.0051, 0.13906781840298535], [-0.8976855388944318, -0.03213, 0.8609321815970147], [-0.47353731892397666, -0.00891, 0.18589217293311092], [-0.6664659921646091, -0.03176057646747722, 0.2539385096201339], [-0.7279337754878066, 0.016642033156710565, 0.29789642008761125], [-0.6408185099588477, 0.014718252044846666, 0.26227289735914383], [-0.6982562019777903, 0.04266000709458579, 0.1561473338574354], [-0.4209111733645224, 0.02653, 0.09420615165098678], [-0.5787664815490579, -0.00661, 0.12046423860281104], [-0.31025022931971047, -0.01103, 0.06299908899392034], [-0.011077674554710287, -0.025334732655151182, 0.003001741139304725], [-0.9524348576897901, -0.029, 0.19442386937524836], [-0.11263763698615983, 0.00791, 0.025380607881238672], [-0.6067977555223077, 0.0276, 0.13356877891765082], [-0.9387735570560545, -0.00801, 0.1959668846474266], [0.020130608357500995, -0.04561, 0.013841304933977101]]",1
3,2,0,"[[-0.12317304327272721, -0.00316, 0.11306645775786842], [-0.897865031755102, 0.04356, 0.8869335422421317], [-0.4736360671052632, 0.00775, 0.19587232816363334], [-0.6665990840000001, 0.00854985987449958, 0.27471296851015703], [-0.728285644639487, -0.04660951148125361, 0.27736883216873287], [-0.6409638564615384, -0.02152275529049208, 0.25204587115747673], [-0.6984264470653266, -0.03124799840708359, 0.1431389883409727], [-0.42100902331578943, 0.01503, 0.09381189369785817], [-0.5788915596842106, -0.02086, 0.12005805571954989], [-0.3103171741034482, -0.03381, 0.05948931227859794], [-0.0008836559645923336, -0.01956779428572013, 0.004019810852452775], [-0.9520937796952986, 0.04898, 0.2153766566357864], [-0.1035648191755679, -0.03666, 0.01439427998128332], [-0.6097089797126158, 0.0418, 0.1401693148545009], [-0.9406912860256541, 0.02361, 0.20746521503840556], [0.023788525661144505, 0.03344, 0.002076472600592423]]",2
4,0,0,"[[0.2786032280625181, 0.00456, 0.23851833475336484], [-0.8978466567722768, -0.02295, 0.7614816652466351], [-0.4736194594704354, 0.02982, 0.19295956211204637], [-0.6665810099451304, -0.0011935631417949392, 0.25503140040925626], [-0.7335715655615676, 0.020684316417303804, 0.2890931212666005], [-0.6409373378310647, 0.04502113603369836, 0.2629159162120968], [-0.6983986206883182, 0.025697713377116033, 0.15183706806966601], [-0.4210009967240632, -0.01954, 0.0841526127673959], [-0.5788746861463071, -0.01377, 0.11845493388987188], [-0.31030822459912016, -0.02572, 0.05965422010674488], [0.18403770542089262, 0.01274988512408042, 0.035904652583514475], [-0.9456223986286167, -0.02644, 0.19267525634019764], [0.06106061011038377, 0.03418, 0.005634603590458545], [-0.6594264488485875, -0.02461, 0.13306762857226406], [-0.9560536989024685, -0.04725, 0.1904997157367254], [0.09011682186802578, -0.04403, 0.02811930834316132]]",0
4,1,0,"[[0.29718956354391646, 0.0051, 0.25226188648005055], [-0.8979226977029311, -0.03213, 0.7477381135199495], [-0.47366462497933726, -0.00891, 0.1854807570178431], [-0.6666399100663923, -0.03176057646747722, 0.25337649822451147], [-0.7338896320226704, 0.016429439158029715, 0.299447798574804], [-0.6409980235500685, 0.014724642928450011, 0.26169494618284134], [-0.6984609609337221, 0.04196163147042529, 0.14717905249319105], [-0.4210337704836907, 0.02653, 0.08888159222551313], [-0.5789232501714533, -0.00661, 0.11365556437247604], [-0.31033221448400733, -0.01103, 0.05943836193713988], [0.19372196487024587, -0.025334732655151182, 0.043502422107755054], [-0.9453238321143684, -0.029, 0.18197255131819634], [0.06967882587999441, 0.00791, 0.01226665775065108], [-0.6620906766504656, 0.0276, 0.13696552206970633], [-0.9571609160049103, -0.00801, 0.18849167479675363], [0.09360461849237824, -0.04561, 0.02764660092861748]]",1
4,2,0,"[[0.31495542294545453, -0.00316, 0.25254768252534465], [-0.8979497684816327, 0.04356, 0.7474523174746553], [-0.47367939618421057, 0.00775, 0.19537076886865765], [-0.6666599084000001, 0.00854985987449958, 0.27400954869183297], [-0.7341538903430256, -0.04615415323020576, 0.27919989657161354], [-0.6410194625692307, -0.021475011779271497, 0.25141978586789576], [-0.6984858607869346, -0.0294472217891581, 0.13292371388888688], [-0.42104827075263157, 0.01503, 0.08687328247221744], [-0.5789417875473685, -0.02086, 0.11117819901580137], [-0.310342062237931, -0.03381, 0.05508930292252041], [0.20261827593790985, -0.01956779428572013, 0.044262772383993794], [-0.9450162233312492, 0.04898, 0.19801884312359275], [0.07759827930975186, -0.03666, 0.022761949950256013], [-0.6645084498821179, 0.0418, 0.14070715647725948], [-0.9580598950152878, 0.02361, 0.19556325504810881], [0.09679633368946865, 0.03344, 0.012621524717363051]]",2
5,0,0,"[[0.9176459925558742, 0.00456, 0.5106526664360189], [-0.8979404291899373, -0.02295, 0.4893473335639811], [-0.4736734186836691, 0.02982, 0.19248749443943244], [-0.6666523905464107, -0.0012814285593101453, 0.2543739095547507], [-0.7403170610384497, 0.020534364790653497, 0.2908764626584464], [-0.6410109238265449, 0.04499342411767676, 0.26226213334737053], [-0.6984768220410179, 0.025697713377116033, 0.13871479392993166], [-0.4210440257698, -0.01954, 0.07690763134130102], [-0.5789352547085951, -0.01377, 0.10825675028464554], [-0.3103387270883591, -0.02572, 0.05451838768932299], [0.35833442561488604, 0.01274988512408042, 0.06619631867043392], [-0.9426320562676263, -0.02644, 0.17549552776254898], [0.21581407747663484, 0.03418, 0.03479179727477854], [-0.7073428095227168, -0.02461, 0.13077667930903533], [-0.9674481972251437, -0.04725, 0.17626289942531456], [0.15476636881346129, -0.04403, 0.03807921431268744]]",0
5,1,0,"[[0.9456858811997949, 0.0051, 0.5206934068239878], [-0.8979543188773976, -0.03213, 0.4793065931760121], [-0.47368159912005203, -0.00891, 0.1849919310968902], [-0.6666630991199635, -0.03176660258141845, 0.25270633826095207], [-0.7406292897190054, 0.016336280514470284, 0.3012932005235941], [-0.6410219586955647, 0.014732869138753013, 0.26100853011856384], [-0.6984882621278464, 0.04196163147042529, 0.13509371462443998], [-0.42105011676624643, 0.02653, 0.08166016510875214], [-0.5789441526544394, -0.00661, 0.10442130839236571], [-0.31034314583924694, -0.01103, 0.05460913028274219], [0.3665975290158928, -0.025334732655151182, 0.0715073167922229], [-0.9424726337046202, -0.029, 0.1666613937848442], [0.22315331160723295, 0.00791, 0.039270744400786026], [-0.7096146943232657, 0.0276, 0.13450345849584908], [-0.968051606105043, -0.00801, 0.1751578167328491], [0.15781739024119237, -0.04561, 0.0371149513851485]]",1
5,2,0,"[[0.9724046332036363, -0.00316, 0.5088797389739851], [-0.8979582421542858, 0.04356, 0.4911202610260148], [-0.4736837290921053, 0.00775, 0.1948218538229396], [-0.6666659908400001, 0.008459344521138322, 0.273203062955166], [-0.7409149331547462, -0.04593697016641697, 0.2812368285263478], [-0.64102502318, -0.02141356473534472, 0.2507382546955465], [-0.6984918021590955, -0.0294472217891581, 0.12244383899940396], [-0.4210521954963158, 0.01503, 0.07980869990208019], [-0.5789468103336842, -0.02086, 0.1021371274159402], [-0.31034455105137926, -0.03381, 0.050609410852689704], [0.3741362202821072, -0.01956779428572013, 0.07205294293917898], [-0.9423322113490102, 0.04898, 0.18142299686135444], [0.22984812178587172, -0.03666, 0.048774444205107126], [-0.7116843184800002, 0.0418, 0.1378974066713572], [-0.9685603767022397, 0.02361, 0.1815800522556117], [0.16060628375124042, 0.03344, 0.023273079897276533]]",2
6,0,0,"[[1.8764258472441608, 0.00456, 0.6814536359415925], [-0.897956057926214, -0.02295, 0.31854636405840764], [-0.4736824118858747, 0.02982, 0.19198667877960376], [-0.6666642873132907, -0.0014968674984383575, 0.2536299345306761], [-0.7477359634698441, 0.02019306124015734, 0.2928131812523489], [-0.641023188159125, 0.04496830954468251, 0.2615702054373713], [-0.6984898555998011, 0.025447037546061885, 0.12926663133137428], [-0.4210511972774228, -0.01954, 0.07166927759779543], [-0.5789453494689764, -0.01377, 0.10088313672740695], [-0.31034381083656554, -0.02572, 0.050805016268808456], [0.504737017146447, 0.01274988512408042, 0.08781912578914006], [-0.9429589797440024, -0.02644, 0.16359756247977178], [0.3454349366401007, 0.03418, 0.055558640976904994], [-0.7487062545142822, -0.02461, 0.12925033180693846], [-0.9748844962618972, -0.04725, 0.16558166913573996], [0.2112579968080526, -0.04403, 0.04556860788611995]]",0
6,1,0,"[[1.9185156932508818, 0.0051, 0.6884661929950961], [-0.8979585350339931, -0.03213, 0.31153380700490385], [-0.473683862338814, -0.00891, 0.18446527273645377], [-0.666666190993773, -0.031781393858153595, 0.2519810315289965], [-0.7480743500578406, 0.016075285382520028, 0.3032852798641472], [-0.6410251500482974, 0.01474032328128785, 0.2602684158704025], [-0.6984919022870629, 0.041284760624036125, 0.12637005302240456], [-0.4210522962705872, 0.02653, 0.07638696546504488], [-0.5789469396521709, -0.00661, 0.09767830945920468], [-0.31034460335327885, -0.01103, 0.051082749384949264], [0.5116948679278437, -0.025334732655151182, 0.09165255617849563], [-0.9429508003413234, -0.029, 0.15598009305581775], [0.35159833555738573, 0.00791, 0.058655825392810584], [-0.7506637102873512, 0.0276, 0.1328229549197303], [-0.9752624027406872, -0.00801, 0.16507685067031083], [0.21392446478486707, -0.04561, 0.04429364245123148]]",1
6,2,0,"[[1.9586040996840004, -0.00316, 0.6757053900142663], [-0.897959089521551, 0.04356, 0.32429460998573356], [-0.4736841623828948, 0.00775, 0.194227865381385], [-0.6666665990840001, 0.008237250654246206, 0.27228049921410397], [-0.7483892628759852, -0.04568696859815146, 0.2834953920607665], [-0.6410255792410768, -0.021357892646601925, 0.24999624334374446], [-0.6984923962963115, -0.027709746423057798, 0.11457191438325653], [-0.4210525879706842, 0.01503, 0.07467779282588931], [-0.5789473126123158, -0.02086, 0.09557072412352675], [-0.31034479993272407, -0.03381, 0.04735572817668425], [0.5180294039356941, -0.01956779428572013, 0.09206185548333837], [-0.942955149130251, 0.04898, 0.16986582268321676], [0.3572080098041016, -0.03666, 0.06744867703562922], [-0.7524494810093357, 0.0418, 0.13601276416675598], [-0.9755906181325471, 0.02361, 0.17111001175176277], [0.21636131854139784, 0.03344, 0.03132470936994009]]",2
7,0,0,"[[3.3146315806013, 0.004631147161405047, 0.7909183367081781], [-0.8979586627155935, -0.02295, 0.20908166329182187], [-0.47368391075290894, 0.02982, 0.2015306495358425], [-0.6666662701077708, -0.0014968674984383575, 0.2662382930825183], [-0.6235831408152697, 0.02019306124015734, 0.2576755282038262], [-0.641025232214555, 0.0449239421579372, 0.274555529177813], [-0.6984920278595984, 0.025447037546061885, 0.12572562016767502], [-0.42105239252869325, -0.01954, 0.0697301706289191], [-0.57894703192904, -0.01377, 0.09815361021301895], [-0.3103446581279333, -0.02572, 0.04943041944848623], [0.644455023431016, 0.01274988512408042, 0.10970746582413318], [-0.9491672468507523, -0.02644, 0.16024892273345623], [0.46879623330220177, 0.03418, 0.07547927453844379], [-0.7992321011934629, -0.02461, 0.13452768157160172], [-0.9816291515762186, -0.04725, 0.1622724949065134], [0.040754031295719556, -0.04403, 0.014724339967752433]]",0
7,1,0,"[[3.3777717894031483, 0.005162015808175166, 0.7957198101507081], [-0.8979590971882059, -0.03213, 0.2042801898492918], [-0.4736841641013156, -0.00891, 0.19444536145618985], [-0.6666666032436143, -0.031781393858153595, 0.26561391221228436], [-0.6186621461208196, 0.016075285382520028, 0.2655520870810191], [-0.6410255755619951, 0.014833476520792626, 0.2743886392505067], [-0.6984923876416251, 0.041284760624036125, 0.12318680460121716], [-0.421052586871166, 0.02653, 0.07453091623750137], [-0.5789473112518684, -0.00661, 0.09530492350630314], [-0.3103447976884831, -0.01103, 0.04984154158255109], [0.6509714571199184, -0.025334732655151182, 0.11261769662084375], [-0.9494144869479983, -0.029, 0.1532663178656009], [0.4745524716909905, 0.00791, 0.07770474542717819], [-0.801514129163706, 0.0276, 0.13806309164975689], [-0.9819493253192967, -0.00801, 0.16217920983748033], [0.03428940173880146, -0.04561, 0.013304752671567152]]",1
7,2,0,"[[3.437905864513855, -0.003028507382754324, 0.7851616305016274], [-0.8979591742582775, 0.04356, 0.21483836949837276], [-0.4736842057119737, 0.00775, 0.20536313133135023], [-0.6666666599084001, 0.008237250654246206, 0.28789059600771], [-0.6137162449435178, -0.04568696859815146, 0.2423015845034379], [-0.6410256348471846, -0.021086127826129092, 0.26444468815750194], [-0.6984924557100332, -0.027709746423057798, 0.11197858376258445], [-0.42105262721812103, 0.01503, 0.07279841045881955], [-0.578947362840179, -0.02086, 0.09316553876749174], [-0.31034482482085857, -0.03381, 0.04616394790108731], [0.6569617026127063, -0.01956779428572013, 0.11293793636515628], [-0.9496635251579171, 0.04898, 0.16671074862637306], [0.47984244435157, -0.03666, 0.08622346913187633], [-0.8036484915773027, 0.0418, 0.1411367994736681], [-0.9822393361884293, 0.02361, 0.16791366650557016], [0.02762404622806744, 0.03344, 0.0009708990073729597]]",2
8,0,0,"[[5.47194617252446, 0.0047295977135477394, 0.8620343800194041], [-0.8979590968471567, -0.02295, 0.1379656199805959], [-0.47368416056408136, 0.02982, 0.2023057666212158], [-0.6666666005735175, -0.0014968674984383575, 0.2672622856427357], [-0.614240374511928, 0.020080438372763385, 0.2548673246128977], [-0.6410255728904599, 0.044807246233090445, 0.2755646231231508], [-0.6984923899028979, 0.025447037546061885, 0.11976305596912178], [-0.4210525917372383, -0.01954, 0.06642320223665987], [-0.5789473123390505, -0.01377, 0.09349865406372238], [-0.3103447993431613, -0.02572, 0.04708617113734749], [0.760553843447002, 0.012745833774241417, 0.12371102321384908], [-0.9561262012906009, -0.02644, 0.15380024396687034], [0.5709843806553345, 0.03418, 0.08880485113435434], [-0.8413981104971425, -0.02461, 0.13512323888351727], [-0.9864536003930915, -0.04725, 0.15537473039235575], [0.055193769912737244, -0.04403, 0.016414829002201606]]",0
8,1,0,"[[5.566657450708298, 0.005231869804068755, 0.8652878708858205], [-0.897959172142101, -0.03213, 0.13471212911417946], [-0.4736842043363158, -0.00891, 0.19489124479817999], [-0.6666666582102597, -0.031781393858153595, 0.2662229924104577], [-0.6132105312338677, 0.016004346156470842, 0.2638452598186838], [-0.6410256322971548, 0.014887521019522867, 0.27504050297267857], [-0.6984924523555668, 0.041284760624036125, 0.1175001538340451], [-0.42105262561790985, 0.02653, 0.07109035861178961], [-0.5789473607984947, -0.00661, 0.09090537902341243], [-0.31034482359984367, -0.01103, 0.04754071523254853], [0.7660666540728285, -0.02531253260723189, 0.12569971479721442], [-0.9564375248144943, -0.029, 0.14730658085324633], [0.5758394050012983, 0.00791, 0.09020525542514944], [-0.8433890212653221, 0.0276, 0.1383407628551293], [-0.9866892681781768, -0.00801, 0.1554453997061641], [0.05490940884982887, -0.04561, 0.015965679661300705]]",1
8,2,0,"[[5.656858768269567, -0.0029028195960961495, 0.8573732559709448], [-0.8979591827319502, 0.04356, 0.14262674402905523], [-0.4736842100448816, 0.00775, 0.205438536061489], [-0.6666666659908401, 0.008237250654246206, 0.2879963029731643], [-0.6125062636204854, -0.045632403399831815, 0.24189750862199738], [-0.6410256404077953, -0.0207911674936382, 0.26466765234334927], [-0.6984924616514053, -0.027709746423057798, 0.10691631958881068], [-0.42105263114286473, 0.01503, 0.06950738130234636], [-0.5789473678629653, -0.02086, 0.08895376405249586], [-0.310344827309672, -0.03381, 0.04407699438709089], [0.77109241696645, -0.01954903657918801, 0.12602364061157478], [-0.9567325454765052, 0.04898, 0.16030091635566074], [0.580264053548522, -0.03666, 0.09833176641822756], [-0.8452130302798209, 0.0418, 0.14138135415810862], [-0.9869005747596624, 0.02361, 0.16106567612151107], [0.055035950495333455, 0.03344, 0.003442187004173462]]",2
9,0,0,"[[5.831498604511652, 0.0047295977135477394, 0.8694055223103516], [-0.8979591692024173, -0.022712997497752584, 0.13059447768964838], [-0.47368420219927676, 0.02982, 0.2015084434770175], [-0.6666666556511418, -0.0014968674984383575, 0.2662089572899721], [-0.6240881528933663, 0.020080438372763385, 0.2578040254596456], [-0.6410256296697775, 0.044807246233090445, 0.2744785737733649], [-0.6984924502434479, 0.025447037546061885, 0.11490517070079356], [-0.4210526249386625, -0.01954, 0.0637289131001444], [-0.5789473590740523, -0.01377, 0.08970611772942814], [-0.3103448228790326, -0.02572, 0.04517623974133529], [0.8532368989474317, 0.012796043178588101, 0.13340447778460948], [-0.9613891014762364, -0.02644, 0.14839705239689402], [0.6522770548936155, 0.03418, 0.09810564114836479], [-0.873347706031603, -0.02461, 0.13471340165397516], [-0.9897337554496658, -0.04725, 0.1495929682373628], [0.0962782643611323, -0.04403, 0.022270017507092524]]",0
9,1,0,"[[5.858508872215652, 0.005231869804068755, 0.871081583450742], [-0.8979591821359536, -0.03168532546020949, 0.12891841654925792], [-0.47368420970098246, -0.00891, 0.19398555551266827], [-0.6666666655391458, -0.031781393858153595, 0.2649858136342892], [-0.6243447515915491, 0.016004346156470842, 0.26726628297340954], [-0.6410256398618428, 0.014887521019522867, 0.273762347879633], [-0.6984924609840923, 0.041284760624036125, 0.11292959906488538], [-0.42105263078414235, 0.02653, 0.06832506539331441], [-0.5789473674047116, -0.00661, 0.08736931544116079], [-0.31034482705469174, -0.01103, 0.04569146281631125], [0.8576792625842258, -0.02508759842335127, 0.13479180825788628], [-0.9616411272868475, -0.029, 0.1423709537135729], [0.6561760984426086, 0.00791, 0.09896010372601194], [-0.8748911446220721, 0.0276, 0.1377684526433927], [-0.9898963840232735, -0.00801, 0.14988841564218283], [0.09788372933068032, -0.04561, 0.021904823301281358]]",1
9,2,0,"[[5.878754058645138, -0.0029028195960961495, 0.8620736529520332], [-0.8979591835793175, 0.043068819106318115, 0.1379263470479668], [-0.4736842104781724, 0.00775, 0.20437488156932468], [-0.6666666665990841, 0.008237250654246206, 0.28650520706105165], [-0.6247025640747371, -0.045632403399831815, 0.24582257125167326], [-0.6410256409638564, -0.0207911674936382, 0.2632973401179504], [-0.6984924622455426, -0.027709746423057798, 0.10275775180904735], [-0.42105263153533906, 0.01503, 0.06680385430712754], [-0.578947368365244, -0.02086, 0.08549385953679907], [-0.31034482755855336, -0.03381, 0.04236259597413291], [0.8617054007394109, -0.019351141642460667, 0.1350000866369533], [-0.9618707679096776, 0.04898, 0.15485305431205587], [0.6597084361219967, -0.03666, 0.10667724918782108], [-0.8762851656526277, 0.0418, 0.1406422159760404], [-0.9900408652908488, 0.02361, 0.1552820035156482], [0.09954924197526353, 0.03344, 0.010127328744374118]]",2
