Step,CoalitionID_pf,Lead,Issue,Creation,Members,Resources
10,67,10,13,11,"[10, 21]",1.989296357584118
10,68,19,13,11,[19],1.0
10,69,22,13,11,[22],1.0
10,70,0,13,11,[0],1.0
10,71,16,13,11,[16],1.0
11,72,1,13,12,"[1, 26, 23, 14, 8, 20, 11, 27, 5, 17, 29, 2]",11.894627285104583
11,73,9,13,12,[9],1.0
11,74,7,13,12,"[7, 21]",1.9940224832381621
11,75,4,13,12,[4],1.0
11,76,12,13,12,"[12, 13, 10]",2.983834745886864
11,77,6,13,12,[6],1.0
11,78,28,13,12,"[28, 15]",1.996905024736115
11,79,18,13,12,"[18, 24]",1.9953656702336398
11,80,0,13,12,[0],1.0
11,81,19,13,12,[19],1.0
11,82,22,13,12,[22],1.0
12,83,5,13,13,"[5, 22, 16, 25, 21, 12, 9, 6, 24, 19, 7, 10, 0, 18]",13.941897851931607
12,84,2,13,13,"[2, 4, 1, 27]",3.9655315246283025
12,85,11,13,13,"[11, 15, 28]",2.9748790067470656
12,86,20,13,13,"[20, 3]",1.9981997553636095
12,87,8,13,13,"[8, 13]",1.9871221719928354
12,88,26,13,13,[26],1.0
12,89,17,13,13,[17],1.0
13,90,5,13,14,"[5, 21, 10, 6, 12, 19, 18, 0, 24, 16, 25, 9, 22, 7]",13.920648744978989
13,91,2,13,14,"[2, 1, 27, 4]",3.9746495393048544
13,92,11,13,14,"[11, 28]",1.9871415685830467
13,93,8,13,14,"[8, 13, 3, 15]",3.962495708690833
13,94,20,13,14,[20],1.0
13,95,26,13,14,[26],1.0
13,96,17,13,14,[17],1.0
14,97,5,13,15,"[5, 24, 7, 18, 19, 9, 12, 21, 16, 10, 22, 6, 25, 0]",13.930795439899322
14,98,2,13,15,"[2, 1, 4, 27]",3.9631720439885756
14,99,11,13,15,"[11, 28]",1.9860062923235051
14,100,8,13,15,"[8, 13, 15, 3]",3.969754758170071
14,101,20,13,15,[20],1.0
14,102,26,13,15,[26],1.0
14,103,17,13,15,[17],1.0
15,104,5,13,16,"[5, 25, 19, 18, 10, 21, 24, 9, 7, 6, 0, 22, 12, 16]",13.94611743930602
15,105,2,13,16,"[2, 1, 27, 4]",3.9676116073755288
15,106,11,13,16,"[11, 28]",1.9849120413542
15,107,8,13,16,"[8, 13, 15, 3]",3.9678818994735496
15,108,20,13,16,[20],1.0
15,109,26,13,16,[26],1.0
15,110,17,13,16,[17],1.0
16,111,5,13,17,"[5, 12, 7, 6, 18, 0, 25, 22, 19, 21, 10, 9, 24, 16]",13.940597346028
16,112,2,13,17,"[2, 4, 27, 1]",3.9630766627695957
16,113,11,7,17,"[11, 28]",1.9962739153818747
16,114,8,13,17,"[8, 13, 3, 15]",3.968909394871578
16,115,20,13,17,[20],1.0
16,116,26,13,17,[26],1.0
16,117,17,13,17,[17],1.0
17,118,5,13,18,"[5, 24, 9, 21, 7, 25, 22, 0, 10, 16, 6]",10.951170119122251
17,119,2,13,18,"[2, 27, 4, 19, 1, 12]",5.953292241472493
17,120,11,7,18,"[11, 18, 28]",2.989995701552212
17,121,8,7,18,"[8, 13, 15, 3]",3.9839122505741678
17,122,20,13,18,[20],1.0
17,123,26,13,18,[26],1.0
17,124,17,13,18,[17],1.0
18,125,2,13,19,"[2, 19, 4, 27, 0, 12, 9, 21, 25, 1, 7]",10.891348851776524
18,126,5,13,19,"[5, 24, 10, 6, 16, 22]",5.954856760080009
18,127,11,7,19,"[11, 18, 28]",2.9829202157075483
18,128,8,7,19,"[8, 13, 3, 15]",3.9873900593373204
18,129,20,13,19,[20],1.0
18,130,26,13,19,[26],1.0
18,131,17,13,19,[17],1.0
